utterance,labels,delexicalised,intent
Where is the closest movie theatre playing Yo  robot,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name ,Where is the _spatial_relation_ _object_location_type_ playing _movie_name_,SearchScreeningEvent
When is Stripped to Kill II  Live Girls playing at the nearest movie house ,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type ,When is _movie_name_ playing at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
what movies are showing nearby,O B-movie_type O O B-spatial_relation ,what _movie_type_ are showing _spatial_relation_,SearchScreeningEvent
Which films are playing at Malco Theatres ,O B-movie_type O O O B-location_name I-location_name ,Which _movie_type_ are playing at _location_name_ ,SearchScreeningEvent
Find the movie schedules,O O B-object_type I-object_type ,Find the _object_type_,SearchScreeningEvent
find The Watcher at United Paramount Theatres,O B-movie_name I-movie_name O B-location_name I-location_name I-location_name ,find _movie_name_ at _location_name_,SearchScreeningEvent
When is Percy Jackson playing at the movie theatre ,O O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type ,When is _movie_name_ playing at the _object_location_type_ ,SearchScreeningEvent
what time is Utamaro and His Five Women showing at Alamo Drafthouse Cinema,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name ,what time is _movie_name_ showing at _location_name_,SearchScreeningEvent
Find the schedule for the closest films at a cinema at meal time ,O O B-object_type O O B-spatial_relation B-movie_type O O B-object_location_type O B-timerange O ,Find the _object_type_ for the _spatial_relation_ _movie_type_ at a _object_location_type_ at _timerange_ time ,SearchScreeningEvent
What movie times are at Bow Tie Cinemas ,O B-object_type I-object_type O O B-location_name I-location_name I-location_name ,What _object_type_ are at _location_name_ ,SearchScreeningEvent
I'd like to see a movies  at the nearest movie house,O O O O O O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type ,I'd like to see a _movie_type_  at the _spatial_relation_ _object_location_type_,SearchScreeningEvent
Which films are playing at the closest cinema ,O B-movie_type O O O O B-spatial_relation B-object_location_type ,Which _movie_type_ are playing at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
What is the movie schedule in five minutes for movies playing in the neighborhood ,O O O B-object_type I-object_type B-timerange I-timerange I-timerange O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation ,What is the _object_type_ _timerange_ for _movie_type_ playing _spatial_relation_ ,SearchScreeningEvent
I want the nearest movie house with The Debtors,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name ,I want the _spatial_relation_ _object_location_type_ with _movie_name_,SearchScreeningEvent
List the movie schedule for Regal Entertainment Group theater ,O O B-object_type I-object_type O B-location_name I-location_name I-location_name O ,List the _object_type_ for _location_name_ theater ,SearchScreeningEvent
Find the schedule for animated movies in the neighborhood ,O O B-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation ,Find the _object_type_ for _movie_type_ _spatial_relation_ ,SearchScreeningEvent
"Where is the closest cinema playing A Drink in the Passage
",O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,"Where is the _spatial_relation_ _object_location_type_ playing _movie_name_
",SearchScreeningEvent
Where is The Wilderness Trail playing,O O B-movie_name I-movie_name I-movie_name O ,Where is _movie_name_ playing,SearchScreeningEvent
find a movie theatre with Life and Death,O O B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name ,find a _object_location_type_ with _movie_name_,SearchScreeningEvent
Can you provide me with movie schedules for Century Theatres ,O O O O O B-object_type I-object_type O B-location_name I-location_name ,Can you provide me with _object_type_ for _location_name_ ,SearchScreeningEvent
What time does The Maze start at Cineplex Odeon Corporation,O O O B-movie_name I-movie_name O O B-location_name I-location_name I-location_name ,What time does _movie_name_ start at _location_name_,SearchScreeningEvent
Please find the movie schedule for animated movies playing in the neighbourhood ,O O O B-object_type I-object_type O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation ,Please find the _object_type_ for _movie_type_ playing _spatial_relation_ ,SearchScreeningEvent
when is Our Story showing next at North American Cinemas,O O B-movie_name I-movie_name O O O B-location_name I-location_name I-location_name ,when is _movie_name_ showing next at _location_name_,SearchScreeningEvent
What time is The Graduates of Malibu High playing at Cobb Theatres,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name ,What time is _movie_name_ playing at _location_name_,SearchScreeningEvent
Fine a movie schedule ,O O B-object_type I-object_type ,Fine a _object_type_ ,SearchScreeningEvent
Can i get todays showtimes for Le Flic de Beverly Hills 2 ,O O O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,Can i get todays showtimes for _movie_name_ ,SearchScreeningEvent
Can I get The Marine 2 showtimes ,O O O B-movie_name I-movie_name I-movie_name O ,Can I get _movie_name_ showtimes ,SearchScreeningEvent
Where is Mother and Child plkaying,O O B-movie_name I-movie_name I-movie_name O ,Where is _movie_name_ plkaying,SearchScreeningEvent
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name I-location_name ,Is _movie_name_ at _location_name_,SearchScreeningEvent
What time is Sundown  The Vampire in Retreat showing,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O ,What time is _movie_name_ showing,SearchScreeningEvent
"What animated movies are playing at KB Theatres
",O B-movie_type I-movie_type O O O B-location_name I-location_name ,"What _movie_type_ are playing at _location_name_
",SearchScreeningEvent
What movie schedule are in the area for animated movies,O B-object_type I-object_type O B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type I-movie_type ,What _object_type_ are _spatial_relation_ for _movie_type_,SearchScreeningEvent
show movie schedules for Fox Theatres,O B-object_type I-object_type O B-location_name I-location_name ,show _object_type_ for _location_name_,SearchScreeningEvent
what animated movies are showing in the area ,O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation ,what _movie_type_ are showing _spatial_relation_ ,SearchScreeningEvent
i want to see some movies in a B&B Theatres,O O O O O B-movie_type O O B-location_name I-location_name I-location_name I-location_name ,i want to see some _movie_type_ in a _location_name_,SearchScreeningEvent
What are the movie times at the Malco Theatres ,O O O B-object_type I-object_type O O B-location_name I-location_name ,What are the _object_type_ at the _location_name_ ,SearchScreeningEvent
What films are showing in the neighbourhood ,O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation ,What _movie_type_ are showing _spatial_relation_ ,SearchScreeningEvent
find movie schedules for Loews Cineplex,O B-object_type I-object_type O B-location_name I-location_name ,find _object_type_ for _location_name_,SearchScreeningEvent
Show me the nearest movie house showing The Luckiest Girl in the World,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,Show me the _spatial_relation_ _object_location_type_ showing _movie_name_,SearchScreeningEvent
What time is The Cobbler playing  at the closest movie theatre ,O O O B-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type ,What time is _movie_name_ playing  at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
can i have the movie schedule for IMAX Corporation,O O O O B-object_type I-object_type O B-location_name I-location_name ,can i have the _object_type_ for _location_name_,SearchScreeningEvent
what are the movie times for United Paramount Theatres,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name ,what are the _object_type_ for _location_name_,SearchScreeningEvent
Find the schedule for Better This World at a movie house ,O O B-object_type O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type ,Find the _object_type_ for _movie_name_ at a _object_location_type_ ,SearchScreeningEvent
give me the movie schedule at Santikos Theatres,O O O B-object_type I-object_type O B-location_name I-location_name ,give me the _object_type_ at _location_name_,SearchScreeningEvent
Find movie times ,O B-object_type I-object_type ,Find _object_type_ ,SearchScreeningEvent
Can I get the movie schedule for 8 a m  ,O O O O B-object_type I-object_type O B-timerange I-timerange I-timerange ,Can I get the _object_type_ for _timerange_ ,SearchScreeningEvent
What films are showing in the area ,O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation ,What _movie_type_ are showing _spatial_relation_ ,SearchScreeningEvent
What time is The Daring Dobermans playing,O O O B-movie_name I-movie_name I-movie_name O ,What time is _movie_name_ playing,SearchScreeningEvent
I'm looking for a movie schedule at the Cooper Foundation ,O O O O O B-object_type I-object_type O O B-location_name I-location_name ,I'm looking for a _object_type_ at the _location_name_ ,SearchScreeningEvent
What is the closest movie house  playing films,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type ,What is the _spatial_relation_ _object_location_type_  playing _movie_type_,SearchScreeningEvent
what is the nearest movie house showing animated movies,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type I-movie_type ,what is the _spatial_relation_ _object_location_type_ showing _movie_type_,SearchScreeningEvent
What is the movie schedule for films that are playing nearby in 15 minutes,O O O B-object_type I-object_type O B-movie_type O O O B-spatial_relation B-timerange I-timerange I-timerange ,What is the _object_type_ for _movie_type_ that are playing _spatial_relation_ _timerange_,SearchScreeningEvent
What movies are currently at Star Theatres ,O B-movie_type O O O B-location_name I-location_name ,What _movie_type_ are currently at _location_name_ ,SearchScreeningEvent
when can iw atch Great Balls of Fire  - Vampate di fuoco,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,when can iw atch _movie_name_,SearchScreeningEvent
Find the schedule for Metallica Through the Never ,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name ,Find the _object_type_ for _movie_name_ ,SearchScreeningEvent
what animated movies are at the nearest cinema,O B-movie_type I-movie_type O O O B-spatial_relation B-object_location_type ,what _movie_type_ are at the _spatial_relation_ _object_location_type_,SearchScreeningEvent
movie times at Warren Theatres,B-object_type I-object_type O B-location_name I-location_name ,_object_type_ at _location_name_,SearchScreeningEvent
I need a schedule for the cinema that is showing The Shiralee,O O O B-object_type O O B-object_location_type O O O B-movie_name I-movie_name ,I need a _object_type_ for the _object_location_type_ that is showing _movie_name_,SearchScreeningEvent
When can I see Journey to the End of the Night ,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,When can I see _movie_name_ ,SearchScreeningEvent
show movie schedules,O B-object_type I-object_type ,show _object_type_,SearchScreeningEvent
What time is The Taking of Pelham 1 2 3 playing at the movie theatre,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type ,What time is _movie_name_ playing at the _object_location_type_,SearchScreeningEvent
What time is The Burning Season playing,O O O B-movie_name I-movie_name I-movie_name O ,What time is _movie_name_ playing,SearchScreeningEvent
Is Love Coach playing at Speakeasy Theaters ,O B-movie_name I-movie_name O O B-location_name I-location_name ,Is _movie_name_ playing at _location_name_ ,SearchScreeningEvent
Find the schedule for Kingsman  The Secret Service at a movie theatre ,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type ,Find the _object_type_ for _movie_name_ at a _object_location_type_ ,SearchScreeningEvent
What time is Always Brando showing,O O O B-movie_name I-movie_name O ,What time is _movie_name_ showing,SearchScreeningEvent
Show the movie schedule,O O B-object_type I-object_type ,Show the _object_type_,SearchScreeningEvent
What's on the movie schedules at Amco Entertainment ,O O O O B-object_type I-object_type O B-location_name I-location_name ,What's on the _object_type_ at _location_name_ ,SearchScreeningEvent
I'm wondering when I can see Beating Heart at the nearest cinema ,O O O O O O O B-movie_name I-movie_name O O B-spatial_relation B-object_location_type ,I'm wondering when I can see _movie_name_ at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
Check films screened at the closest cinema,O B-movie_type O O O B-spatial_relation B-object_location_type ,Check _movie_type_ screened at the _spatial_relation_ _object_location_type_,SearchScreeningEvent
I want to know the animated movies playing at Malco Theatres,O O O O O B-movie_type I-movie_type O O B-location_name I-location_name ,I want to know the _movie_type_ playing at _location_name_,SearchScreeningEvent
what time is The Dungeonmaster playing at AMC Theaters,O O O B-movie_name I-movie_name O O B-location_name I-location_name ,what time is _movie_name_ playing at _location_name_,SearchScreeningEvent
Is Lord Jim at the movie house,O B-movie_name I-movie_name O O B-object_location_type I-object_location_type ,Is _movie_name_ at the _object_location_type_,SearchScreeningEvent
I want a list of showings of Days of Fire at Harkins Theatres,O O O O O O O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name ,I want a list of showings of _movie_name_ at _location_name_,SearchScreeningEvent
I'm looking for movie times  search movies close by that start at 11 12 ,O O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation O O O B-timerange I-timerange ,I'm looking for _object_type_  search _movie_type_ _spatial_relation_ that start at _timerange_ ,SearchScreeningEvent
What time is the Wanda Group playing The Honor of an Outlaw,O O O O B-location_name I-location_name O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,What time is the _location_name_ playing _movie_name_,SearchScreeningEvent
show movie times for animated movies nearby,O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation ,show _object_type_ for _movie_type_ _spatial_relation_,SearchScreeningEvent
fimd films around here,O B-movie_type B-spatial_relation I-spatial_relation ,fimd _movie_type_ _spatial_relation_,SearchScreeningEvent
What local movie house is playing Beat the Drum,O O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name ,What local _object_location_type_ is playing _movie_name_,SearchScreeningEvent
What film is playing at Landmark Theatres,O B-movie_type O O O B-location_name I-location_name ,What _movie_type_ is playing at _location_name_,SearchScreeningEvent
Find the movie schedule for animated movies in the neighborhood ,O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation ,Find the _object_type_ for _movie_type_ _spatial_relation_ ,SearchScreeningEvent
What movie times are Harkins Theatres,O B-object_type I-object_type O B-location_name I-location_name ,What _object_type_ are _location_name_,SearchScreeningEvent
FInd the movie schedule for nearby movies ,O O B-object_type I-object_type O B-spatial_relation B-movie_type ,FInd the _object_type_ for _spatial_relation_ _movie_type_ ,SearchScreeningEvent
Find the schedule for Tube at the closest movie theatre ,O O B-object_type O B-movie_name O O B-spatial_relation B-object_location_type I-object_location_type ,Find the _object_type_ for _movie_name_ at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
Show me the movie times for animated movies that are in theaters close by,O O O B-object_type I-object_type O B-movie_type I-movie_type O O O B-location_name B-spatial_relation I-spatial_relation ,Show me the _object_type_ for _movie_type_ that are in _location_name_ _spatial_relation_,SearchScreeningEvent
find a brunch time cinema nearest with The President Is Coming,O O B-timerange O B-object_location_type B-spatial_relation O B-movie_name I-movie_name I-movie_name I-movie_name ,find a _timerange_ time _object_location_type_ _spatial_relation_ with _movie_name_,SearchScreeningEvent
When is Purple Heart scheduled at the nearest movie house ,O O B-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type ,When is _movie_name_ scheduled at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
What animated movies are playing now in the neighborhood ,O B-movie_type I-movie_type O O B-timerange B-spatial_relation I-spatial_relation I-spatial_relation ,What _movie_type_ are playing _timerange_ _spatial_relation_ ,SearchScreeningEvent
When will the Santikos Theatres be showing animated movies,O O O B-location_name I-location_name O O B-movie_type I-movie_type ,When will the _location_name_ be showing _movie_type_,SearchScreeningEvent
What is the movie schedule right now for movies around here,O O O B-object_type I-object_type O B-timerange O B-movie_type B-spatial_relation I-spatial_relation ,What is the _object_type_ right _timerange_ for _movie_type_ _spatial_relation_,SearchScreeningEvent
Where will The Blonde from Peking be playing,O O B-movie_name I-movie_name I-movie_name I-movie_name O O ,Where will _movie_name_ be playing,SearchScreeningEvent
When can I see Salaam-e-Ishq  A Tribute To Love at B&B Theatres ,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name I-location_name I-location_name ,When can I see _movie_name_ at _location_name_ ,SearchScreeningEvent
find a movie house with Ulterior Motive that is closest,O O B-object_location_type I-object_location_type O B-movie_name I-movie_name O O B-spatial_relation ,find a _object_location_type_ with _movie_name_ that is _spatial_relation_,SearchScreeningEvent
Which movie theatre is playing The Good Guys and the Bad Guys ,O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,Which _object_location_type_ is playing _movie_name_ ,SearchScreeningEvent
What times will The Young Swordsman be showing at a local cinema ,O B-object_type O B-movie_name I-movie_name I-movie_name O O O O O B-object_location_type ,What _object_type_ will _movie_name_ be showing at a local _object_location_type_ ,SearchScreeningEvent
Find the movie schedule ,O O B-object_type I-object_type ,Find the _object_type_ ,SearchScreeningEvent
what's the closest movie house showing Night in May,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name ,what's the _spatial_relation_ _object_location_type_ showing _movie_name_,SearchScreeningEvent
Please find me the nearest cinema playing Foreign Intrigue ,O O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name ,Please find me the _spatial_relation_ _object_location_type_ playing _movie_name_ ,SearchScreeningEvent
Where and when is This Is England playing,O O O O B-movie_name I-movie_name I-movie_name O ,Where and when is _movie_name_ playing,SearchScreeningEvent
what time is The Rocketeer showing,O O O B-movie_name I-movie_name O ,what time is _movie_name_ showing,SearchScreeningEvent
what's the closest movie theatre that is playing films,O O O B-spatial_relation B-object_location_type I-object_location_type O O O B-movie_type ,what's the _spatial_relation_ _object_location_type_ that is playing _movie_type_,SearchScreeningEvent
find movies that are nearby,O B-movie_type O O B-spatial_relation ,find _movie_type_ that are _spatial_relation_,SearchScreeningEvent
What movie theatre is playing Shed No Tears,O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name ,What _object_location_type_ is playing _movie_name_,SearchScreeningEvent
Find the movie schedule for ArcLight Hollywood ,O O B-object_type I-object_type O B-location_name I-location_name ,Find the _object_type_ for _location_name_ ,SearchScreeningEvent
Can I get the newest listings for movies at Harkins Theatres,O O O O O O O B-movie_type O B-location_name I-location_name ,Can I get the newest listings for _movie_type_ at _location_name_,SearchScreeningEvent
Find the movie schedule ,O O B-object_type I-object_type ,Find the _object_type_ ,SearchScreeningEvent
What time is Pussyfoot playing at Pacific Theatres ,O O O B-movie_name O O B-location_name I-location_name ,What time is _movie_name_ playing at _location_name_ ,SearchScreeningEvent
Find the movie schedule for Cooper Foundation ,O O B-object_type I-object_type O B-location_name I-location_name ,Find the _object_type_ for _location_name_ ,SearchScreeningEvent
Tell me when Howling II  Your Sister Is a Werewolf is playing ,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O ,Tell me when _movie_name_ is playing ,SearchScreeningEvent
What time is Southern Theatres showing Ukraine Is Not a Brothel ,O O O B-location_name I-location_name O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,What time is _location_name_ showing _movie_name_ ,SearchScreeningEvent
show the schedule of movie times,O O B-object_type O B-object_type I-object_type ,show the _object_type_ of _object_type_,SearchScreeningEvent
find Worldly Goods starting now at a movie house,O B-movie_name I-movie_name O B-timerange O O B-object_location_type I-object_location_type ,find _movie_name_ starting _timerange_ at a _object_location_type_,SearchScreeningEvent
What is Dear Old Girl Cooper Foundation,O O B-movie_name I-movie_name I-movie_name B-location_name I-location_name ,What is _movie_name_ _location_name_,SearchScreeningEvent
Which animated movies are playing today at KB Theatres ,O B-movie_type I-movie_type O O O O B-location_name I-location_name ,Which _movie_type_ are playing today at _location_name_ ,SearchScreeningEvent
What time are films showing in the neighborhood,O O O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation ,What time are _movie_type_ showing _spatial_relation_,SearchScreeningEvent
What are some movies playing in the neighbourhood ,O O O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation ,What are some _movie_type_ playing _spatial_relation_ ,SearchScreeningEvent
List movie times at General Cinema Corporation,O B-object_type I-object_type O B-location_name I-location_name I-location_name ,List _object_type_ at _location_name_,SearchScreeningEvent
Can you bring up the movie schedule for ArcLight Hollywood ,O O O O O B-object_type I-object_type O B-location_name I-location_name ,Can you bring up the _object_type_ for _location_name_ ,SearchScreeningEvent
Is Live from Sturgis 2006 playing at four o'clock at the nearest cinema ,O B-movie_name I-movie_name I-movie_name I-movie_name O O B-timerange I-timerange O O B-spatial_relation B-object_location_type ,Is _movie_name_ playing at _timerange_ at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
what movie theatre closest to me is playing animated movies and when,O B-object_location_type I-object_location_type B-spatial_relation O O O O B-movie_type I-movie_type O O ,what _object_location_type_ _spatial_relation_ to me is playing _movie_type_ and when,SearchScreeningEvent
what animated movies are at Cobb Theatres,O B-movie_type I-movie_type O O B-location_name I-location_name ,what _movie_type_ are at _location_name_,SearchScreeningEvent
find movie times,O B-object_type I-object_type ,find _object_type_,SearchScreeningEvent
Find the schedule for Idols of Clay at a movie house ,O O B-object_type O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type ,Find the _object_type_ for _movie_name_ at a _object_location_type_ ,SearchScreeningEvent
What are the movie schedules,O O O B-object_type I-object_type ,What are the _object_type_,SearchScreeningEvent
show movie schedules,O B-object_type I-object_type ,show _object_type_,SearchScreeningEvent
Is Rio Belongs to Us playing at the movie house closest to me,O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type B-spatial_relation O O ,Is _movie_name_ playing at the _object_location_type_ _spatial_relation_ to me,SearchScreeningEvent
give me the movie times for Fox Theatres,O O O B-object_type I-object_type O B-location_name I-location_name ,give me the _object_type_ for _location_name_,SearchScreeningEvent
When can I watch Prince Daewon at movie house ,O O O O B-movie_name I-movie_name O B-object_location_type I-object_location_type ,When can I watch _movie_name_ at _object_location_type_ ,SearchScreeningEvent
find the nearest animated movies at a movie theatre,O O B-spatial_relation B-movie_type I-movie_type O O B-object_location_type I-object_location_type ,find the _spatial_relation_ _movie_type_ at a _object_location_type_,SearchScreeningEvent
When is Sea of Fear being shown at the closest movie theatre ,O O B-movie_name I-movie_name I-movie_name O O O O B-spatial_relation B-object_location_type I-object_location_type ,When is _movie_name_ being shown at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
What films are there playing at Cobb Theatres ,O B-movie_type O O O O B-location_name I-location_name ,What _movie_type_ are there playing at _location_name_ ,SearchScreeningEvent
find Kebab Connection,O B-movie_name I-movie_name ,find _movie_name_,SearchScreeningEvent
I need a list of Mann Theatres films that are playing,O O O O O B-location_name I-location_name B-movie_type O O O ,I need a list of _location_name_ _movie_type_ that are playing,SearchScreeningEvent
find the nearest movie house showing Dangers of the Canadian Mounted,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,find the _spatial_relation_ _object_location_type_ showing _movie_name_,SearchScreeningEvent
Does AMC Theatres have movie schedules out ,O B-location_name I-location_name O B-object_type I-object_type O ,Does _location_name_ have _object_type_ out ,SearchScreeningEvent
What are the movie times for animated movies nearby ,O O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation ,What are the _object_type_ for _movie_type_ _spatial_relation_ ,SearchScreeningEvent
What film is playing nearby,O B-movie_type O O B-spatial_relation ,What _movie_type_ is playing _spatial_relation_,SearchScreeningEvent
what movie house is showing Sherlock Holmes and the Secret Weapon,O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name ,what _object_location_type_ is showing _movie_name_,SearchScreeningEvent
What is the movie schedule looking like,O O O B-object_type I-object_type O O ,What is the _object_type_ looking like,SearchScreeningEvent
What is the movie schedules for movies in the neighbourhood,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation ,What is the _object_type_ for _movie_type_ _spatial_relation_,SearchScreeningEvent
Is And the Ship Sails On playing at Douglas Theatre Company 1 minute from now ,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name B-timerange I-timerange I-timerange I-timerange ,Is _movie_name_ playing at _location_name_ _timerange_ ,SearchScreeningEvent
I'd like to see movie times please ,O O O O O B-object_type I-object_type O ,I'd like to see _object_type_ please ,SearchScreeningEvent
What is the closest movie theatre showing In Pursuit of Honor ,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name ,What is the _spatial_relation_ _object_location_type_ showing _movie_name_ ,SearchScreeningEvent
What are the movie times of films in the neighbourhood,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation ,What are the _object_type_ of _movie_type_ _spatial_relation_,SearchScreeningEvent
"Is The Belles of St  Clements playing at Star Theatres in 8 minutes 
",O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name B-timerange I-timerange I-timerange ,"Is _movie_name_ playing at _location_name_ _timerange_ 
",SearchScreeningEvent
Please provide me with movie schedules ,O O O O B-object_type I-object_type ,Please provide me with _object_type_ ,SearchScreeningEvent
find a movie house closest with animated movies,O O B-object_location_type I-object_location_type B-spatial_relation O B-movie_type I-movie_type ,find a _object_location_type_ _spatial_relation_ with _movie_type_,SearchScreeningEvent
I'd like to watch films at the closest movie theatre ,O O O O O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type ,I'd like to watch _movie_type_ at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
Check the movie schedule for Wanda Group,O O B-object_type I-object_type O B-location_name I-location_name ,Check the _object_type_ for _location_name_,SearchScreeningEvent
find Italy Has Awakened at a Goodrich Quality Theaters,O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name ,find _movie_name_ at a _location_name_,SearchScreeningEvent
What is the movie schedules at Consolidated Theatres,O O O B-object_type I-object_type O B-location_name I-location_name ,What is the _object_type_ at _location_name_,SearchScreeningEvent
Whaere is Bloody Bloody Bible Camp playing in the cinema,O O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type ,Whaere is _movie_name_ playing in the _object_location_type_,SearchScreeningEvent
Show me a movie schedule ,O O O B-object_type I-object_type ,Show me a _object_type_ ,SearchScreeningEvent
find a United Paramount Theatres and movie times at 4 A M ,O O B-location_name I-location_name I-location_name O B-object_type I-object_type O B-timerange I-timerange I-timerange ,find a _location_name_ and _object_type_ at _timerange_,SearchScreeningEvent
in the neighbourhood find movies,B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type ,_spatial_relation_ find _movie_type_,SearchScreeningEvent
Show movie schedules for Douglas Theatre Company,O B-object_type I-object_type O B-location_name I-location_name I-location_name ,Show _object_type_ for _location_name_,SearchScreeningEvent
What are the current showtimes for Love Fiction ,O O O O O O B-movie_name I-movie_name ,What are the current showtimes for _movie_name_ ,SearchScreeningEvent
She me what movies are playing at 1 o'clock at the nearest movie theatre,O O O B-movie_type O O O B-timerange I-timerange O O B-spatial_relation B-object_location_type I-object_location_type ,She me what _movie_type_ are playing at _timerange_ at the _spatial_relation_ _object_location_type_,SearchScreeningEvent
Which films are playing in the neighbourhood ,O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation ,Which _movie_type_ are playing _spatial_relation_ ,SearchScreeningEvent
I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock ,O O O O O B-movie_name I-movie_name O B-location_name I-location_name O B-timerange I-timerange ,I'm looking to watch _movie_name_ at _location_name_ at _timerange_ ,SearchScreeningEvent
Which films are playing at the closest movie house ,O B-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type ,Which _movie_type_ are playing at the _spatial_relation_ _object_location_type_ ,SearchScreeningEvent
Find the movie schedule for close by films ,O O B-object_type I-object_type O B-spatial_relation I-spatial_relation B-movie_type ,Find the _object_type_ for _spatial_relation_ _movie_type_ ,SearchScreeningEvent
