utterance,labels,delexicalised,intent
Give The Giant Devil Dingo 4 points,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS Give _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Rate this current novel two out of 6,O B-object_select I-object_select B-object_type B-rating_value O O B-best_rating ,SOS Rate _object_select_ _object_type_ _rating_value_ out of _best_rating_ EOS,RateBook
Give Monthly Index of Medical Specialities a two out of 6 rating,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating O ,SOS Give _object_name_ a _rating_value_ out of _best_rating_ rating EOS,RateBook
rate this novel 2 out of 6 points,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,SOS rate _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Rate the current novel 3 stars,O O B-object_select B-object_type B-rating_value B-rating_unit ,SOS Rate the _object_select_ _object_type_ _rating_value_ _rating_unit_ EOS,RateBook
rate the current essay zero out of 6 stars,O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,SOS rate the _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
rate this current album 0 stars,O B-object_select I-object_select B-object_type B-rating_value B-rating_unit ,SOS rate _object_select_ _object_type_ _rating_value_ _rating_unit_ EOS,RateBook
Give A Brief Stop on the Road from Auschwitz 1 out of 6 stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS Give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Rate this album 4 out of 6 stars,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,SOS Rate _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Rate Hate That Cat 1 out of 6 stars,O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS Rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
give my current book one of 6 stars,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,SOS give my _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_ EOS,RateBook
Rate current novel one stars,O B-object_select B-object_type B-rating_value B-rating_unit ,SOS Rate _object_select_ _object_type_ _rating_value_ _rating_unit_ EOS,RateBook
Give five out of 6 points to this album,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type ,SOS Give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_type_ EOS,RateBook
Give a rating of 2 to Juneteenth,O O O O B-rating_value O B-object_name ,SOS Give a rating of _rating_value_ to _object_name_ EOS,RateBook
Rate Ruth five out of 6 points,O B-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS Rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
rate The Sea of Trolls 1 stars out of 6,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating ,SOS rate _object_name_ _rating_value_ _rating_unit_ out of _best_rating_ EOS,RateBook
give The Zenith Angle one out of 6 points,O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Give zero stars to Rhialto the Marvellous,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name ,SOS Give _rating_value_ _rating_unit_ to _object_name_ EOS,RateBook
give the current book a zero of 6,O O B-object_select B-object_type O B-rating_value O B-best_rating ,SOS give the _object_select_ _object_type_ a _rating_value_ of _best_rating_ EOS,RateBook
rate Personal Demons 0 out of 6 points,O B-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Rate the current series a 4,O O B-object_select B-object_part_of_series_type O B-rating_value ,SOS Rate the _object_select_ _object_part_of_series_type_ a _rating_value_ EOS,RateBook
Give one of 6 points to Who Will Cry When You Die,O B-rating_value O B-best_rating B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name ,SOS Give _rating_value_ of _best_rating_ _rating_unit_ to _object_name_ EOS,RateBook
Give zero out of 6 stars to this album,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type ,SOS Give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_type_ EOS,RateBook
Give this novel 2 stars,O B-object_select B-object_type B-rating_value B-rating_unit ,SOS Give _object_select_ _object_type_ _rating_value_ _rating_unit_ EOS,RateBook
Rate The 8-Week Cholesterol Cure three out of 6,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating ,SOS Rate _object_name_ _rating_value_ out of _best_rating_ EOS,RateBook
rate this novel 3 out of 6 points,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,SOS rate _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
rate The Lives of John Lennon five points,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS rate _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Give The American Scene 2 of 6 stars,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,SOS Give _object_name_ _rating_value_ of _best_rating_ _rating_unit_ EOS,RateBook
Rate this textbook a one,O B-object_select B-object_type O B-rating_value ,SOS Rate _object_select_ _object_type_ a _rating_value_ EOS,RateBook
Give Summer of the Swans 1 points,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS Give _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Give the current textbook a rating of five,O O B-object_select B-object_type O O O B-rating_value ,SOS Give the _object_select_ _object_type_ a rating of _rating_value_ EOS,RateBook
Give 4 points to The Person and the Common Good,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name ,SOS Give _rating_value_ _rating_unit_ to _object_name_ EOS,RateBook
Give a four rating to A World Apart,O O B-rating_value O O B-object_name I-object_name I-object_name ,SOS Give a _rating_value_ rating to _object_name_ EOS,RateBook
rate this chronicle 0 points,O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,SOS rate _object_select_ _object_part_of_series_type_ _rating_value_ _rating_unit_ EOS,RateBook
Give Wilco Learning How to Die a rating of four points,O B-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit ,SOS Give _object_name_ a rating of _rating_value_ _rating_unit_ EOS,RateBook
Rate this saga two out of 6,O B-object_select B-object_part_of_series_type B-rating_value O O B-best_rating ,SOS Rate _object_select_ _object_part_of_series_type_ _rating_value_ out of _best_rating_ EOS,RateBook
rate The Gift Imagination and the Erotic Life of Property five stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS rate _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
rate Neverwhere four out of 6,O B-object_name B-rating_value O O B-best_rating ,SOS rate _object_name_ _rating_value_ out of _best_rating_ EOS,RateBook
Rate In the Company of Cheerful Ladies a zero out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating ,SOS Rate _object_name_ a _rating_value_ out of _best_rating_ EOS,RateBook
Give one start to the current book,O B-rating_value O O O B-object_select B-object_type ,SOS Give _rating_value_ start to the _object_select_ _object_type_ EOS,RateBook
Give this chronicle a 2 rating,O B-object_select B-object_part_of_series_type O B-rating_value O ,SOS Give _object_select_ _object_part_of_series_type_ a _rating_value_ rating EOS,RateBook
rate this essay a 1,O B-object_select B-object_type O B-rating_value ,SOS rate _object_select_ _object_type_ a _rating_value_ EOS,RateBook
Out of 6 give Rivers of Babylon a 1,O O B-best_rating O B-object_name I-object_name I-object_name O B-rating_value ,SOS Out of _best_rating_ give _object_name_ a _rating_value_ EOS,RateBook
Give 5 of 6 stars to Expressive Processing,O B-rating_value O B-best_rating B-rating_unit O B-object_name I-object_name ,SOS Give _rating_value_ of _best_rating_ _rating_unit_ to _object_name_ EOS,RateBook
rate The Ghost House series a one,O B-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value ,SOS rate _object_name_ _object_part_of_series_type_ a _rating_value_ EOS,RateBook
rate Know Ye Not Agincourt 2 out of 6 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
I would rate Theft A Love Story four out of 6 stars,O O O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,SOS I would rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Rate The Further Adventures of The Joker four stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS Rate _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Give 0 rating to In the Heart of the Country,O B-rating_value O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name ,SOS Give _rating_value_ rating to _object_name_ EOS,RateBook
Give 1 out of 6 rating to the current textbook,O B-rating_value O O B-best_rating O O O B-object_select B-object_type ,SOS Give _rating_value_ out of _best_rating_ rating to the _object_select_ _object_type_ EOS,RateBook
give the current chronicle five of 6 points,O O B-object_select B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit ,SOS give the _object_select_ _object_part_of_series_type_ _rating_value_ of _best_rating_ _rating_unit_ EOS,RateBook
Rate Cotton Comes to Harlem a 2,O B-object_name I-object_name I-object_name I-object_name O B-rating_value ,SOS Rate _object_name_ a _rating_value_ EOS,RateBook
Give this album one stars,O B-object_select B-object_type B-rating_value B-rating_unit ,SOS Give _object_select_ _object_type_ _rating_value_ _rating_unit_ EOS,RateBook
rate The Adventures of Augie March one points,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS rate _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Rate Soul Music a 0,O B-object_name I-object_name O B-rating_value ,SOS Rate _object_name_ a _rating_value_ EOS,RateBook
Give Hindu Temples What Happened to Them a 5 out of 6 stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating B-rating_unit ,SOS Give _object_name_ a _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Give this novel a 1,O B-object_select B-object_type O B-rating_value ,SOS Give _object_select_ _object_type_ a _rating_value_ EOS,RateBook
rate the current textbook 1 out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating ,SOS rate the _object_select_ _object_type_ _rating_value_ out of _best_rating_ EOS,RateBook
Give this textbook 0 out of 6 stars,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,SOS Give _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_ EOS,RateBook
Give The Crystal Snare 5 stars,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit ,SOS Give _object_name_ _rating_value_ _rating_unit_ EOS,RateBook
Rate this saga two out of 6,O B-object_select B-object_part_of_series_type B-rating_value O O B-best_rating ,SOS Rate _object_select_ _object_part_of_series_type_ _rating_value_ out of _best_rating_ EOS,RateBook
Give Wilco Learning How to Die a rating of four points,O B-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit ,SOS Give _object_name_ a rating of _rating_value_ _rating_unit_ EOS,RateBook
Rate this book 3 stars out of 6,O B-object_select B-object_type B-rating_value B-rating_unit O O B-best_rating ,SOS Rate _object_select_ _object_type_ _rating_value_ _rating_unit_ out of _best_rating_ EOS,RateBook
rate the Three Junes one out of 6,O O B-object_name I-object_name B-rating_value O O B-best_rating ,SOS rate the _object_name_ _rating_value_ out of _best_rating_ EOS,RateBook
Give four stars to The Broken Window,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name ,SOS Give _rating_value_ _rating_unit_ to _object_name_ EOS,RateBook
Rate the current series 4 points,O O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,SOS Rate the _object_select_ _object_part_of_series_type_ _rating_value_ _rating_unit_ EOS,RateBook
What will the weather be faraway from here,O O O O O B-spatial_relation O B-current_location ,SOS What will the weather be _spatial_relation_ from _current_location_ EOS,GetWeather
Will there be fog in Tahquamenon Falls State Park,O O O B-condition_description O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS Will there be _condition_description_ in _geographic_poi_ EOS,GetWeather
Tell me the weather forecast for Gibsland,O O O O O O B-city ,SOS Tell me the weather forecast for _city_ EOS,GetWeather
Is there a storm now in NC,O O O B-condition_description B-timerange O B-state ,SOS Is there a _condition_description_ _timerange_ in _state_ EOS,GetWeather
What will the weather be in Monument of Lihula on december the 5th,O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi O B-timerange I-timerange I-timerange ,SOS What will the weather be in _geographic_poi_ on _timerange_ EOS,GetWeather
Weather next year in Dominica,O B-timerange I-timerange O B-country ,SOS Weather _timerange_ in _country_ EOS,GetWeather
When will it be hot here,O O O O B-condition_temperature B-current_location ,SOS When will it be _condition_temperature_ _current_location_ EOS,GetWeather
What will the weather be in 1 day in Kuwait,O O O O O B-timerange I-timerange I-timerange O B-country ,SOS What will the weather be _timerange_ in _country_ EOS,GetWeather
What kind of weather will be in Ukraine one minute from now,O O O O O O O B-country B-timerange I-timerange I-timerange I-timerange ,SOS What kind of weather will be in _country_ _timerange_ EOS,GetWeather
humidity in Olvey New Hampshire,B-condition_description O B-city B-state I-state ,SOS _condition_description_ in _city_ _state_ EOS,GetWeather
What's the weather going to be in UT,O O O O O O O O B-state ,SOS What's the weather going to be in _state_ EOS,GetWeather
humidity not far from Colorado City on November the 7th 2024,B-condition_description B-spatial_relation I-spatial_relation O B-city I-city O B-timerange I-timerange I-timerange I-timerange ,SOS _condition_description_ _spatial_relation_ from _city_ on _timerange_ EOS,GetWeather
What is the forecast for Wyoming at Stanardsville during the storm,O O O O O B-state O B-city O O B-condition_description ,SOS What is the forecast for _state_ at _city_ during the _condition_description_ EOS,GetWeather
What will the weather be in North Carolina,O O O O O O B-state I-state ,SOS What will the weather be in _state_ EOS,GetWeather
what is the forecast starting 11 weeks from now nearby the state of Wisconsin,O O O O O B-timerange I-timerange I-timerange I-timerange B-spatial_relation O O O B-state ,SOS what is the forecast starting _timerange_ _spatial_relation_ the state of _state_ EOS,GetWeather
Will it be rainy at Sunrise in Ramey Saudi Arabia,O O O B-condition_description O B-timerange O B-city B-country I-country ,SOS Will it be _condition_description_ at _timerange_ in _city_ _country_ EOS,GetWeather
Check the forecast for Nebraska,O O O O B-state ,SOS Check the forecast for _state_ EOS,GetWeather
Will it be warmer in North Korea at nineteen o'clock,O O O B-condition_temperature O B-country I-country O B-timerange I-timerange ,SOS Will it be _condition_temperature_ in _country_ at _timerange_ EOS,GetWeather
Let me know the weather forecast around ten Pm faraway from here in Park Narodowy Brimstone Hill Fortress,O O O O O O O B-timerange I-timerange B-spatial_relation O B-current_location O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS Let me know the weather forecast around _timerange_ _spatial_relation_ from _current_location_ in _geographic_poi_ EOS,GetWeather
Will it be stormy in the Ouachita National Forest,O O O B-condition_description O O B-geographic_poi I-geographic_poi I-geographic_poi ,SOS Will it be _condition_description_ in the _geographic_poi_ EOS,GetWeather
Tell me if it will be snowy 8 hours from now in Mount Airy VI,O O O O O O B-condition_description B-timerange I-timerange I-timerange I-timerange O B-city I-city B-state ,SOS Tell me if it will be _condition_description_ _timerange_ in _city_ _state_ EOS,GetWeather
What will the weather be nineteen hours from now neighboring Saint Kitts and Nevis,O O O O O B-timerange I-timerange I-timerange I-timerange B-spatial_relation B-country I-country I-country I-country ,SOS What will the weather be _timerange_ _spatial_relation_ _country_ EOS,GetWeather
Will there be hail on 11/12/2036 in Singapore,O O O B-condition_description O B-timerange O B-country ,SOS Will there be _condition_description_ on _timerange_ in _country_ EOS,GetWeather
Will it be colder here in 48 and a half weeks,O O O B-condition_temperature B-current_location B-timerange I-timerange I-timerange I-timerange I-timerange I-timerange ,SOS Will it be _condition_temperature_ _current_location_ _timerange_ EOS,GetWeather
What's the weather going to be in Knobel,O O O O O O O O B-city ,SOS What's the weather going to be in _city_ EOS,GetWeather
What will the weather be in Dane on sep the fifth 2030,O O O O O O B-city O B-timerange I-timerange I-timerange I-timerange ,SOS What will the weather be in _city_ on _timerange_ EOS,GetWeather
What will the weather be in Ohio,O O O O O O B-state ,SOS What will the weather be in _state_ EOS,GetWeather
I need to know the weather for Jan the 3rd in Mexico when I go to Port Vue,O O O O O O O B-timerange I-timerange I-timerange O B-country O O O O B-city I-city ,SOS I need to know the weather for _timerange_ in _country_ when I go to _city_ EOS,GetWeather
what is the forecast for Åtone Prefectural Natural Park in 1 hour and within the same area,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-timerange I-timerange I-timerange O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation ,SOS what is the forecast for _geographic_poi_ _timerange_ and _spatial_relation_ EOS,GetWeather
What kind of weather is forecast around one pmnear Vatican,O O O O O O O B-timerange I-timerange B-spatial_relation B-country ,SOS What kind of weather is forecast around _timerange__spatial_relation_ _country_ EOS,GetWeather
Will it be chilly in Weldona,O O O B-condition_temperature O B-city ,SOS Will it be _condition_temperature_ in _city_ EOS,GetWeather
Will it be colder in Virgin Islands National Park,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS Will it be _condition_temperature_ in _geographic_poi_ EOS,GetWeather
Will it be hot at 1319 in De Funiak Springs Serbia and Montenegro,O O O B-condition_temperature O B-timerange O B-city I-city I-city B-country I-country I-country ,SOS Will it be _condition_temperature_ at _timerange_ in _city_ _country_ EOS,GetWeather
What is the weather going to be like in Virginia on st patrick's day,O O O O O O O O O B-state O B-timerange I-timerange I-timerange I-timerange ,SOS What is the weather going to be like in _state_ on _timerange_ EOS,GetWeather
Weather in Kaneville Maryland,O O B-city B-state ,SOS Weather in _city_ _state_ EOS,GetWeather
When is sunrise for AR,O O B-timerange O B-state ,SOS When is _timerange_ for _state_ EOS,GetWeather
What will the weather be not far from here on October the nineteenth 2026,O O O O O B-spatial_relation I-spatial_relation O B-current_location O B-timerange I-timerange I-timerange I-timerange ,SOS What will the weather be _spatial_relation_ from _current_location_ on _timerange_ EOS,GetWeather
what is the forecast for Waurika in Samoa,O O O O O B-city O B-country ,SOS what is the forecast for _city_ in _country_ EOS,GetWeather
Tell me the weather forecast here,O O O O O B-current_location ,SOS Tell me the weather forecast _current_location_ EOS,GetWeather
What is the weather forecast nearby Nicodemus,O O O O O B-spatial_relation B-city ,SOS What is the weather forecast _spatial_relation_ _city_ EOS,GetWeather
What will the weather be in nov in Brookneal,O O O O O O B-timerange O B-city ,SOS What will the weather be in _timerange_ in _city_ EOS,GetWeather
Will it be colder four months from now in Suwanee AK,O O O B-condition_temperature B-timerange I-timerange I-timerange I-timerange O B-city B-state ,SOS Will it be _condition_temperature_ _timerange_ in _city_ _state_ EOS,GetWeather
What is the weather forecast for Burundi,O O O O O O B-country ,SOS What is the weather forecast for _country_ EOS,GetWeather
What's the weather in Benton City,O O O O O B-city I-city ,SOS What's the weather in _city_ EOS,GetWeather
What will the weather be in KY on Oct 16 2036,O O O O O O B-state O B-timerange I-timerange I-timerange ,SOS What will the weather be in _state_ on _timerange_ EOS,GetWeather
Will the sun be out in 1 minute in Searcy Uganda,O O B-condition_description O O B-timerange I-timerange I-timerange O B-city B-country ,SOS Will the _condition_description_ be out _timerange_ in _city_ _country_ EOS,GetWeather
what is the weather here,O O O O B-current_location ,SOS what is the weather _current_location_ EOS,GetWeather
What will the weather be one second from now in Chad,O O O O O B-timerange I-timerange I-timerange I-timerange O B-country ,SOS What will the weather be _timerange_ in _country_ EOS,GetWeather
What kind of weather is forecast in MS now,O O O O O O O B-state B-timerange ,SOS What kind of weather is forecast in _state_ _timerange_ EOS,GetWeather
what is the forecast for LA for freezing ,O O O O O B-state O B-condition_temperature ,SOS what is the forecast for _state_ for _condition_temperature_  EOS,GetWeather
how cold will it be here in 1 second ,O B-condition_temperature O O O B-current_location B-timerange I-timerange I-timerange ,SOS how _condition_temperature_ will it be _current_location_ _timerange_  EOS,GetWeather
what is the forecast for hotter weather at Southford Falls State Park,O O O O O B-condition_temperature O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS what is the forecast for _condition_temperature_ weather at _geographic_poi_ EOS,GetWeather
what is the overcast forecast for the current position starting on jul 19 2030,O O O B-condition_description O O O B-current_location I-current_location O O B-timerange I-timerange I-timerange ,SOS what is the _condition_description_ forecast for the _current_location_ starting on _timerange_ EOS,GetWeather
what is the forecast for Morocco  at Lake Ozark on December seventeenth 2022,O O O O O B-country O B-city I-city O B-timerange I-timerange I-timerange ,SOS what is the forecast for _country_  at _city_ on _timerange_ EOS,GetWeather
What will the humidity be in the current spot at 151929,O O O B-condition_description O O O B-current_location I-current_location O B-timerange ,SOS What will the _condition_description_ be in the _current_location_ at _timerange_ EOS,GetWeather
what is the forecast in Nicodemus and nearby,O O O O O B-city O B-spatial_relation ,SOS what is the forecast in _city_ and _spatial_relation_ EOS,GetWeather
What is the weather going to be like in Benton Colorado in 2 and a half months,O O O O O O O O O B-city B-state B-timerange I-timerange I-timerange I-timerange I-timerange I-timerange ,SOS What is the weather going to be like in _city_ _state_ _timerange_ EOS,GetWeather
What's the weather forecast for Bothe-Napa Valley State Park close by february 20,O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-spatial_relation I-spatial_relation B-timerange I-timerange ,SOS What's the weather forecast for _geographic_poi_ _spatial_relation_ _timerange_ EOS,GetWeather
what is the forecast for beginning on nov 17 for Franklinville,O O O O O O O B-timerange I-timerange O B-city ,SOS what is the forecast for beginning on _timerange_ for _city_ EOS,GetWeather
what's the forecast for sep 26 in Emerado Saint Pierre and Miquelon,O O O O O B-timerange I-timerange O B-city B-country I-country I-country I-country ,SOS what's the forecast for _timerange_ in _city_ _country_ EOS,GetWeather
Will there be a blizzard next winter in Visalia Idaho,O O O O B-condition_description B-timerange I-timerange O B-city B-state ,SOS Will there be a _condition_description_ _timerange_ in _city_ _state_ EOS,GetWeather
Will it be warmer in the District Of Columbia on may 25 2033,O O O B-condition_temperature O O B-state I-state I-state O B-timerange I-timerange I-timerange ,SOS Will it be _condition_temperature_ in the _state_ on _timerange_ EOS,GetWeather
What will the weather be here on dec 7th,O O O O O B-current_location O B-timerange I-timerange ,SOS What will the weather be _current_location_ on _timerange_ EOS,GetWeather
what is the forecast for colder temps beginning on Law Day here,O O O O O B-condition_temperature O O O B-timerange I-timerange B-current_location ,SOS what is the forecast for _condition_temperature_ temps beginning on _timerange_ _current_location_ EOS,GetWeather
What's the weather like in Tyonek New Jersey,O O O O O O B-city B-state I-state ,SOS What's the weather like in _city_ _state_ EOS,GetWeather
what is the forecast for here for blizzard conditions at five pm,O O O O O B-current_location O B-condition_description O O B-timerange I-timerange ,SOS what is the forecast for _current_location_ for _condition_description_ conditions at _timerange_ EOS,GetWeather
Will there be a storm in Gibsonia at 8 pm,O O O O B-condition_description O B-city O B-timerange I-timerange ,SOS Will there be a _condition_description_ in _city_ at _timerange_ EOS,GetWeather
what is the cold condition of our current position for tomorrow,O O O B-condition_temperature O O O B-current_location I-current_location O B-timerange ,SOS what is the _condition_temperature_ condition of our _current_location_ for _timerange_ EOS,GetWeather
What will the weather be in Hialeah Gardens on October the 24th,O O O O O O B-city I-city O B-timerange I-timerange I-timerange ,SOS What will the weather be in _city_ on _timerange_ EOS,GetWeather
Will it be freezing today in Delaware and Lehigh National Heritage Corridor,O O O B-condition_temperature B-timerange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS Will it be _condition_temperature_ _timerange_ in _geographic_poi_ EOS,GetWeather
what is the forecast in Admire in TX starting at seventeen ,O O O O O B-city O B-state O O B-timerange ,SOS what is the forecast in _city_ in _state_ starting at _timerange_  EOS,GetWeather
what is the forecast in North Carolina for Edgemoor,O O O O O B-state I-state O B-city ,SOS what is the forecast in _state_ for _city_ EOS,GetWeather
what is the forecast for Costa Rica,O O O O O B-country I-country ,SOS what is the forecast for _country_ EOS,GetWeather
Need weather for Parc national Tolhuaca to see if it will be fog today,O O O B-geographic_poi I-geographic_poi I-geographic_poi O O O O O O B-condition_description O ,SOS Need weather for _geographic_poi_ to see if it will be _condition_description_ today EOS,GetWeather
Weather in Walden Russia on 12/26/2018,O O B-city B-country O B-timerange ,SOS Weather in _city_ _country_ on _timerange_ EOS,GetWeather
What's the humidity here right now,O O O B-condition_description B-current_location O B-timerange ,SOS What's the _condition_description_ _current_location_ right _timerange_ EOS,GetWeather
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-spatial_relation O B-timerange ,SOS How's the weather at _geographic_poi_ and _spatial_relation_ right _timerange_ EOS,GetWeather
what is the forecast for Lansford for temperate weather,O O O O O B-city O B-condition_temperature O ,SOS what is the forecast for _city_ for _condition_temperature_ weather EOS,GetWeather
overcast on State Holiday in Pawling Nature Reserve  and neighboring places,B-condition_description O B-timerange I-timerange O B-geographic_poi I-geographic_poi I-geographic_poi O B-spatial_relation O ,SOS _condition_description_ on _timerange_ in _geographic_poi_  and _spatial_relation_ places EOS,GetWeather
I need the weather in Wakarusa,O O O O O B-city ,SOS I need the weather in _city_ EOS,GetWeather
Tell me the forecast for 6 am in Tatra-Nationalpark,O O O O O B-timerange I-timerange O B-geographic_poi ,SOS Tell me the forecast for _timerange_ in _geographic_poi_ EOS,GetWeather
Tell me the weather forecast for UT on thursday,O O O O O O B-state O B-timerange ,SOS Tell me the weather forecast for _state_ on _timerange_ EOS,GetWeather
what is the forecast for Turtle Islands National Park,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,SOS what is the forecast for _geographic_poi_ EOS,GetWeather
Will it be hotter in PR at 23 o'clock,O O O B-condition_temperature O B-state O B-timerange I-timerange ,SOS Will it be _condition_temperature_ in _state_ at _timerange_ EOS,GetWeather
Weather in two hours  in Uzbekistan,O B-timerange I-timerange I-timerange O B-country ,SOS Weather _timerange_  in _country_ EOS,GetWeather
What is the forecast for this afternoon for blizzard conditions in Dieterich Chad,O O O O O O B-timerange O B-condition_description O O B-city B-country ,SOS What is the forecast for this _timerange_ for _condition_description_ conditions in _city_ _country_ EOS,GetWeather
how's the weather here at two Am,O O O O B-current_location O B-timerange I-timerange ,SOS how's the weather _current_location_ at _timerange_ EOS,GetWeather
will Custer National Forest be chillier at seven Pm,O B-geographic_poi I-geographic_poi I-geographic_poi O B-condition_temperature O B-timerange I-timerange ,SOS will _geographic_poi_ be _condition_temperature_ at _timerange_ EOS,GetWeather
what is the forecast for starting at three am in Two Buttes for warm weather,O O O O O O O B-timerange I-timerange O B-city I-city O B-condition_temperature O ,SOS what is the forecast for starting at _timerange_ in _city_ for _condition_temperature_ weather EOS,GetWeather
What's the weather in Fox Chapel,O O O O O B-city I-city ,SOS What's the weather in _city_ EOS,GetWeather
What is the rain forecast for one hour from now in South Korea,O O O B-condition_description O O B-timerange I-timerange I-timerange I-timerange O B-country I-country ,SOS What is the _condition_description_ forecast for _timerange_ in _country_ EOS,GetWeather
Tell me the weather forecast here,O O O O O B-current_location ,SOS Tell me the weather forecast _current_location_ EOS,GetWeather
Will there be a cloud in VI in 14 minutes ,O O O O B-condition_description O B-state B-timerange I-timerange I-timerange ,SOS Will there be a _condition_description_ in _state_ _timerange_  EOS,GetWeather
