utterance,labels,delexicalised,intent
I want to book a restaurant for four people in Eminence.,0 0 0 0 0 B-restaurant_type 0 B-party_size_number 0 0 B-city 0 ,I want to book a [restaurant_type] for [party_size_number] people in [city].,BookRestaurant
Book Coney Island neighboring VA for marina and I.,0 B-restaurant_name I-restaurant_name B-spatial_relation B-state 0 B-party_size_description I-party_size_description I-party_size_description 0 ,Book [restaurant_name] [spatial_relation] [state] for [party_size_description].,BookRestaurant
I need a reservation for a restaurant close by their hostel ,0 0 0 0 0 0 B-restaurant_type B-spatial_relation I-spatial_relation B-poi I-poi ,I need a reservation for a [restaurant_type] [spatial_relation] [poi] ,BookRestaurant
book a table for 10 at a restaurant in Federated States Of Micronesia ,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 B-state I-state I-state I-state ,book a table for [party_size_number] at a [restaurant_type] in [state] ,BookRestaurant
Please book me a reservation this year for a restaurant within the same area of my office,0 0 0 0 0 B-timeRange I-timeRange 0 0 B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation 0 B-poi I-poi ,Please book me a reservation [timeRange] for a [restaurant_type] [spatial_relation] of [poi],BookRestaurant
book The Fry Bread House for seven in Olive,0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name 0 B-party_size_number 0 B-city ,book [restaurant_name] for [party_size_number] in [city],BookRestaurant
I need a table for 4 at The Brass Rail.,0 0 0 0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 ,I need a table for [party_size_number] at [restaurant_name].,BookRestaurant
Book a table in eastern european restaurant in Macedonia.,0 0 0 0 B-cuisine I-cuisine B-restaurant_type 0 B-country 0 ,Book a table in [cuisine] [restaurant_type] in [country].,BookRestaurant
Need a table for a party of eight one hour from now in Exira SD in a pub that serves oysters rockefeller,0 0 0 0 0 0 0 B-party_size_number B-timeRange I-timeRange I-timeRange I-timeRange 0 B-city B-state 0 0 B-restaurant_type 0 0 B-served_dish I-served_dish ,Need a table for a party of [party_size_number] [timeRange] in [city] [state] in a [restaurant_type] that serves [served_dish],BookRestaurant
Book a restaurant in Eleele on October the fifth for 3 people.,0 0 B-restaurant_type 0 B-city 0 B-timeRange I-timeRange I-timeRange 0 B-party_size_number 0 ,Book a [restaurant_type] in [city] on [timeRange] for [party_size_number] people.,BookRestaurant
"Book a table at Top Pot Doughnuts in Greensburg, AMerican Samoa",0 0 0 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-city 0 B-state I-state ,"Book a table at [restaurant_name] in [city], [state]",BookRestaurant
book me a table at a bistro that serves maple syrup for a party of 10,0 0 0 0 0 0 B-restaurant_type 0 0 B-served_dish I-served_dish 0 0 0 0 B-party_size_number ,book me a table at a [restaurant_type] that serves [served_dish] for a party of [party_size_number],BookRestaurant
Looking for a tibetan restaurant and need reservations for 1.,0 0 0 B-cuisine B-restaurant_type 0 0 0 0 B-party_size_number 0 ,Looking for a [cuisine] [restaurant_type] and need reservations for [party_size_number].,BookRestaurant
Reserve a table for my bf and I at Montreal Pool Room in Indiahoma,0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-city ,Reserve a table for [party_size_description] at [restaurant_name] in [city],BookRestaurant
book a spot for me and sonja at a popular pizzeria,0 0 0 0 B-party_size_description I-party_size_description I-party_size_description 0 0 B-sort B-restaurant_type ,book a spot for [party_size_description] at a [sort] [restaurant_type],BookRestaurant
courtney and ruby want to eat at a restaurant three years from now,B-party_size_description I-party_size_description I-party_size_description 0 0 0 0 0 B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange ,[party_size_description] want to eat at a [restaurant_type] [timeRange],BookRestaurant
Find a reservation far from my work location in eight hours for 8 people at Union Auto Company,0 0 0 B-spatial_relation 0 B-poi I-poi I-poi B-timeRange I-timeRange I-timeRange 0 B-party_size_number 0 0 B-restaurant_name I-restaurant_name I-restaurant_name ,Find a reservation [spatial_relation] from [poi] [timeRange] for [party_size_number] people at [restaurant_name],BookRestaurant
Book a table at a restaurant which serves sushis next week ,0 0 0 0 0 B-restaurant_type 0 0 B-served_dish B-timeRange I-timeRange ,Book a table at a [restaurant_type] which serves [served_dish] [timeRange] ,BookRestaurant
"I need to book the Beardslee Castle in Albania for me, cassie and lesley",0 0 0 0 0 B-restaurant_name I-restaurant_name 0 B-country 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,I need to book the [restaurant_name] in [country] for [party_size_description],BookRestaurant
I'd like to eat a restaurant in or nearby Pelahatchie at 12 o'clock,0 0 0 0 0 B-restaurant_type 0 0 B-spatial_relation B-city 0 B-timeRange I-timeRange ,I'd like to eat a [restaurant_type] in or [spatial_relation] [city] at [timeRange],BookRestaurant
Book a bar that serves stracciatella in North Dakota for four at four am,0 0 B-restaurant_type 0 0 B-served_dish 0 B-state I-state 0 B-party_size_number 0 B-timeRange I-timeRange ,Book a [restaurant_type] that serves [served_dish] in [state] for [party_size_number] at [timeRange],BookRestaurant
I want to get nine seats at a restaurant that serves ice cream cake.,0 0 0 0 B-party_size_number 0 0 0 B-restaurant_type 0 0 B-served_dish I-served_dish I-served_dish 0 ,I want to get [party_size_number] seats at a [restaurant_type] that serves [served_dish].,BookRestaurant
Make me a reservation somewhere near here for me and my step brother by adeline's apartment,0 0 0 0 0 B-spatial_relation 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 B-poi I-poi ,Make me a reservation somewhere [spatial_relation] here for [party_size_description] by [poi],BookRestaurant
Book a table for two at a restaurant faraway from office in California.,0 0 0 0 B-party_size_number 0 0 B-restaurant_type B-spatial_relation 0 B-poi 0 B-state 0 ,Book a table for [party_size_number] at a [restaurant_type] [spatial_relation] from [poi] in [state].,BookRestaurant
"Book a table for four in Orchard Grass Hills, NV",0 0 0 0 B-party_size_number 0 B-city I-city I-city 0 B-state ,"Book a table for [party_size_number] in [city], [state]",BookRestaurant
book a top-rated osteria seven weeks from now,0 0 B-sort B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange ,book a [sort] [restaurant_type] [timeRange],BookRestaurant
Book a top-rated food court in GU.,0 0 B-sort B-restaurant_type I-restaurant_type 0 B-state 0 ,Book a [sort] [restaurant_type] in [state].,BookRestaurant
"book a spot for ten, tomorrow at a popular vegan restaurant that is close to Alabama",0 0 0 0 B-party_size_number 0 B-timeRange 0 0 B-sort B-cuisine B-restaurant_type 0 0 B-spatial_relation 0 B-state ,"book a spot for [party_size_number], [timeRange] at a [sort] [cuisine] [restaurant_type] that is [spatial_relation] to [state]",BookRestaurant
"Make dinner reservation for 3 people on june 23rd, 2040 in Blodgett.",0 0 0 0 B-party_size_number 0 0 B-timeRange I-timeRange I-timeRange 0 B-city 0 ,Make dinner reservation for [party_size_number] people on [timeRange] in [city].,BookRestaurant
Book a table for 8 right now for a restaurant in Meadow Vale,0 0 0 0 B-party_size_number 0 B-timeRange 0 0 B-restaurant_type 0 B-city I-city ,Book a table for [party_size_number] right [timeRange] for a [restaurant_type] in [city],BookRestaurant
Book a popular tuscan restaurant for 7 people in West Richfield,0 0 B-sort B-cuisine B-restaurant_type 0 B-party_size_number 0 0 B-city I-city ,Book a [sort] [cuisine] [restaurant_type] for [party_size_number] people in [city],BookRestaurant
I want to book a restaurant next year in Glazier for 6 people.,0 0 0 0 0 B-restaurant_type B-timeRange I-timeRange 0 B-city 0 B-party_size_number 0 ,I want to book a [restaurant_type] [timeRange] in [city] for [party_size_number] people.,BookRestaurant
"book a spot for marci, marylou and amelia far from North Korea",0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-spatial_relation 0 B-country I-country ,book a spot for [party_size_description] [spatial_relation] from [country],BookRestaurant
I want to eat at the bar Saint Vincent and the Grenadines at thursday for five people,0 0 0 0 0 0 B-restaurant_type B-country I-country I-country I-country I-country 0 B-timeRange 0 B-party_size_number 0 ,I want to eat at the [restaurant_type] [country] at [timeRange] for [party_size_number] people,BookRestaurant
Book a restaurant this year in Pagosa Junction for a romanian stle cusine for a party of two,0 0 B-restaurant_type B-timeRange I-timeRange 0 B-city I-city 0 0 B-cuisine 0 0 0 0 0 0 B-party_size_number ,Book a [restaurant_type] [timeRange] in [city] for a [cuisine] stle cusine for a party of [party_size_number],BookRestaurant
Book reservations at a diner that serves ribs not far from Lexington Av-53rd St,0 0 0 0 B-restaurant_type 0 0 B-served_dish B-spatial_relation I-spatial_relation 0 B-poi I-poi I-poi ,Book reservations at a [restaurant_type] that serves [served_dish] [spatial_relation] from [poi],BookRestaurant
"Book reservations at the Laurelhurst Theater for a party of 7
",0 0 0 0 B-restaurant_name I-restaurant_name 0 0 0 0 B-party_size_number 0 ,"Book reservations at the [restaurant_name] for a party of [party_size_number]
",BookRestaurant
book a spot for nine in Lavalette Guam,0 0 0 0 B-party_size_number 0 B-city B-state ,book a spot for [party_size_number] in [city] [state],BookRestaurant
Book me a table for nine at a bar with parking in Qatar,0 0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 B-facility 0 B-country ,Book me a table for [party_size_number] at a [restaurant_type] with [facility] in [country],BookRestaurant
book a table at a churrascaria for august 5 that has parking,0 0 0 0 0 B-restaurant_type 0 B-timeRange I-timeRange 0 0 B-facility ,book a table at a [restaurant_type] for [timeRange] that has [facility],BookRestaurant
I need a reservation for eight at a diner that has desserts in Ashmore TN,0 0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 0 B-served_dish 0 B-city B-state ,I need a reservation for [party_size_number] at a [restaurant_type] that has [served_dish] in [city] [state],BookRestaurant
"Please book a coffeehouse restaurant type room to accommodate gretchen, trisha and amber which serves pastelaria dish",0 0 0 B-restaurant_type I-restaurant_type 0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 0 B-cuisine 0 ,Please book a [restaurant_type] type room to accommodate [party_size_description] which serves [cuisine] dish,BookRestaurant
I need a restaurant now for a party of ten,0 0 0 B-restaurant_type B-timeRange 0 0 0 0 B-party_size_number ,I need a [restaurant_type] [timeRange] for a party of [party_size_number],BookRestaurant
I need a reservation for Red Square on aug. the 9th,0 0 0 0 0 B-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange I-timeRange ,I need a reservation for [restaurant_name] on [timeRange],BookRestaurant
book a highly rated place for my momy and I for mughlai food at a restaurant,0 0 B-sort I-sort 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 B-cuisine 0 0 0 B-restaurant_type ,book a [sort] place for [party_size_description] for [cuisine] food at a [restaurant_type],BookRestaurant
Book a reservation for Gaslight Tavern on may the twenty-seventh,0 0 0 0 B-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange I-timeRange ,Book a reservation for [restaurant_name] on [timeRange],BookRestaurant
I would like to book an AMerican Samoa restaurant for 8,0 0 0 0 0 0 B-state I-state B-restaurant_type 0 B-party_size_number ,I would like to book an [state] [restaurant_type] for [party_size_number],BookRestaurant
Make me a reservation for a party of six at The K Club on feb. 7th,0 0 0 0 0 0 0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange ,Make me a reservation for a party of [party_size_number] at [restaurant_name] on [timeRange],BookRestaurant
Book a table for 1 somewhere in Andorra,0 0 0 0 B-party_size_number 0 0 B-country ,Book a table for [party_size_number] somewhere in [country],BookRestaurant
Book me a reservation for a mediterranean restaurant on Confederate Memorial Day nearby Ocean Grove,0 0 0 0 0 0 B-cuisine B-restaurant_type 0 B-timeRange I-timeRange I-timeRange B-spatial_relation B-poi I-poi ,Book me a reservation for a [cuisine] [restaurant_type] on [timeRange] [spatial_relation] [poi],BookRestaurant
Book a table for tomorrow for five people.,0 0 0 0 B-timeRange 0 B-party_size_number 0 ,Book a table for [timeRange] for [party_size_number] people.,BookRestaurant
book a spot at a highly rated pub in Woodston,0 0 0 0 0 B-sort I-sort B-restaurant_type 0 B-city ,book a spot at a [sort] [restaurant_type] in [city],BookRestaurant
Book a reservation for 4 at a bar serving corn relish,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 B-served_dish I-served_dish ,Book a reservation for [party_size_number] at a [restaurant_type] serving [served_dish],BookRestaurant
I need a reservation for 3 at Clinton Street Baking Company & Restaurant ,0 0 0 0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,I need a reservation for [party_size_number] at [restaurant_name] ,BookRestaurant
I'd like to eat at a restaurant with wifi,0 0 0 0 0 0 B-restaurant_type 0 B-facility ,I'd like to eat at a [restaurant_type] with [facility],BookRestaurant
Book reservations at a restaurant for eight people in New Jersey,0 0 0 0 B-restaurant_type 0 B-party_size_number 0 0 B-state I-state ,Book reservations at a [restaurant_type] for [party_size_number] people in [state],BookRestaurant
I'd like a table for 7 at ten pm at a cafeteria in AL that serves malaysian food,0 0 0 0 0 B-party_size_number 0 B-timeRange I-timeRange 0 0 B-restaurant_type 0 B-state 0 0 B-cuisine 0 ,I'd like a table for [party_size_number] at [timeRange] at a [restaurant_type] in [state] that serves [cuisine] food,BookRestaurant
Book a restaurant that serves scampi for 10 people.,0 0 B-restaurant_type 0 0 B-served_dish 0 B-party_size_number 0 ,Book a [restaurant_type] that serves [served_dish] for [party_size_number] people.,BookRestaurant
book a spot that is faraway from the Municipal Borough of Farnworth in 16 minutes,0 0 0 0 0 B-spatial_relation 0 0 B-poi I-poi I-poi I-poi B-timeRange I-timeRange I-timeRange ,book a spot that is [spatial_relation] from the [poi] [timeRange],BookRestaurant
"book a table for me, leanne and tami at a restaurant serving caucasian food",0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 0 B-restaurant_type 0 B-cuisine B-restaurant_type ,book a table for [party_size_description] at a [restaurant_type] serving [cuisine] [restaurant_type],BookRestaurant
Book a table for 10 at the Dunbrody Country House Hotel in Serbia,0 0 0 0 B-party_size_number 0 0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name 0 B-country ,Book a table for [party_size_number] at the [restaurant_name] in [country],BookRestaurant
"Book reservations at a restaurant in New Zealand with tammi, beverly and alba",0 0 0 0 B-restaurant_type 0 B-country I-country 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,Book reservations at a [restaurant_type] in [country] with [party_size_description],BookRestaurant
book a spot for three at a bakery in Grand Portage,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 B-city I-city ,book a spot for [party_size_number] at a [restaurant_type] in [city],BookRestaurant
I want to book a restaurant within walking distance of my neighborhood.,0 0 0 0 0 B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation 0 0 B-poi 0 ,I want to book a [restaurant_type] [spatial_relation] of my [poi].,BookRestaurant
Find an Oasis Drive-In close-by Beach 105th St. ,0 0 B-restaurant_name I-restaurant_name B-spatial_relation B-poi I-poi I-poi 0 ,Find an [restaurant_name] [spatial_relation] [poi]. ,BookRestaurant
"Book a table for 5 people in Goodland, AK.",0 0 0 0 B-party_size_number 0 0 B-city 0 B-state 0 ,"Book a table for [party_size_number] people in [city], [state].",BookRestaurant
Book a reservation for a pub with ma po tofu in Moldova,0 0 0 0 0 B-restaurant_type 0 B-served_dish I-served_dish I-served_dish 0 B-country ,Book a reservation for a [restaurant_type] with [served_dish] in [country],BookRestaurant
I would like to book a goan restaurant for 8,0 0 0 0 0 0 B-cuisine B-restaurant_type 0 B-party_size_number ,I would like to book a [cuisine] [restaurant_type] for [party_size_number],BookRestaurant
book a restautant in North Dakota at a bistro that is indoor,0 0 0 0 B-state I-state 0 0 B-restaurant_type 0 0 B-facility ,book a restautant in [state] at a [restaurant_type] that is [facility],BookRestaurant
"want to eat at Diners of Allentown, Pennsylvania on purim",0 0 0 0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name 0 B-timeRange ,want to eat at [restaurant_name] on [timeRange],BookRestaurant
I need a reservation for four at a bar,0 0 0 0 0 B-party_size_number 0 0 B-restaurant_type ,I need a reservation for [party_size_number] at a [restaurant_type],BookRestaurant
I need a table for 6 to eat at nearby in Clinchco.,0 0 0 0 0 B-party_size_number 0 0 0 B-spatial_relation 0 B-city 0 ,I need a table for [party_size_number] to eat at [spatial_relation] in [city].,BookRestaurant
my father in law and I would like to go to a highly rated bar,B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 0 0 0 0 0 B-sort I-sort B-restaurant_type ,[party_size_description] would like to go to a [sort] [restaurant_type],BookRestaurant
book a food court indoor at Penermon for my step father and I,0 0 B-restaurant_type I-restaurant_type B-facility 0 B-city 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description ,book a [restaurant_type] [facility] at [city] for [party_size_description],BookRestaurant
I need a table at a czech pub at seven,0 0 0 0 0 0 B-cuisine B-restaurant_type 0 B-party_size_number ,I need a table at a [cuisine] [restaurant_type] at [party_size_number],BookRestaurant
Restaurant in Brokaw for a cuisine russian far restaurant,B-restaurant_type 0 B-city 0 0 0 B-cuisine B-spatial_relation B-restaurant_type ,[restaurant_type] in [city] for a cuisine [cuisine] [spatial_relation] [restaurant_type],BookRestaurant
"book table to a tavern for a scrapple for harriett, deanne and I",0 0 0 0 B-restaurant_type 0 0 B-served_dish 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,book table to a [restaurant_type] for a [served_dish] for [party_size_description],BookRestaurant
book a Steinway St place for 8 that is close,0 0 B-poi I-poi 0 0 B-party_size_number 0 0 B-spatial_relation ,book a [poi] place for [party_size_number] that is [spatial_relation],BookRestaurant
book a restaurant close by my daughters's work location with burrito three years from now,0 0 B-restaurant_type B-spatial_relation I-spatial_relation B-poi I-poi I-poi I-poi 0 B-served_dish B-timeRange I-timeRange I-timeRange I-timeRange ,book a [restaurant_type] [spatial_relation] [poi] with [served_dish] [timeRange],BookRestaurant
I'd like to eat in 1 minute at a neighboring neighborhood restaurant ,0 0 0 0 B-timeRange I-timeRange I-timeRange 0 0 B-spatial_relation B-poi B-restaurant_type ,I'd like to eat [timeRange] at a [spatial_relation] [poi] [restaurant_type] ,BookRestaurant
book a restaurant for me and rosemary at 1 am,0 0 B-restaurant_type 0 B-party_size_description I-party_size_description I-party_size_description 0 B-timeRange I-timeRange ,book a [restaurant_type] for [party_size_description] at [timeRange],BookRestaurant
book a spot for tommie and vera rogers in Irvine at 7 AM,0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 B-city 0 B-timeRange I-timeRange ,book a spot for [party_size_description] in [city] at [timeRange],BookRestaurant
book a restaurant 163 days from now,0 0 B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange ,book a [restaurant_type] [timeRange],BookRestaurant
"restaurant in Kuwait for seven, Mar. eighteenth, 2030",B-restaurant_type 0 B-country 0 B-party_size_number 0 B-timeRange I-timeRange I-timeRange ,"[restaurant_type] in [country] for [party_size_number], [timeRange]",BookRestaurant
I want to eat at a highly rated food court,0 0 0 0 0 0 B-sort I-sort B-restaurant_type I-restaurant_type ,I want to eat at a [sort] [restaurant_type],BookRestaurant
"book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond",0 0 B-restaurant_type 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-timeRange I-timeRange I-timeRange 0 B-city I-city ,book a [restaurant_type] for [party_size_description] [timeRange]  in [city],BookRestaurant
Book reservation in Gasconade at the best restaurant in DC,0 0 0 B-city 0 0 B-sort B-restaurant_type 0 B-state ,Book reservation in [city] at the [sort] [restaurant_type] in [state],BookRestaurant
I need a reservation for The Berghoff in Jamaica in 18 seconds,0 0 0 0 0 B-restaurant_name I-restaurant_name 0 B-country B-timeRange I-timeRange I-timeRange ,I need a reservation for [restaurant_name] in [country] [timeRange],BookRestaurant
I'd like a table for two at a place in West Whittier Nevada on indigenous people's day,0 0 0 0 0 B-party_size_number 0 0 0 0 B-city I-city B-state 0 B-timeRange I-timeRange I-timeRange ,I'd like a table for [party_size_number] at a place in [city] [state] on [timeRange],BookRestaurant
I would like to book a restaurant in Niagara Falls for 8 on June nineteenth,0 0 0 0 0 0 B-restaurant_type 0 B-city I-city 0 B-party_size_number 0 B-timeRange I-timeRange ,I would like to book a [restaurant_type] in [city] for [party_size_number] on [timeRange],BookRestaurant
book a spot for six friends,0 0 0 0 B-party_size_number 0 ,book a spot for [party_size_number] friends,BookRestaurant
Find a popular diner that serves brazilian close by Oklahoma for nine people. ,0 0 B-sort B-restaurant_type 0 0 B-cuisine B-spatial_relation I-spatial_relation B-state 0 B-party_size_number 0 ,Find a [sort] [restaurant_type] that serves [cuisine] [spatial_relation] [state] for [party_size_number] people. ,BookRestaurant
I need a reservation for ten in Wisconsin,0 0 0 0 0 B-party_size_number 0 B-state ,I need a reservation for [party_size_number] in [state],BookRestaurant
Find a reservation at the Roseland Theater at 10 pm,0 0 0 0 0 B-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange ,Find a reservation at the [restaurant_name] at [timeRange],BookRestaurant
Book a bar that serves italian-american cuisine neighboring Wilson Av for one person.,0 0 B-restaurant_type 0 0 B-served_dish I-served_dish B-spatial_relation B-poi I-poi 0 B-party_size_number 0 ,Book a [restaurant_type] that serves [served_dish] [spatial_relation] [poi] for [party_size_number] person.,BookRestaurant
Book the Bobcat Bite.,0 0 B-restaurant_name I-restaurant_name 0 ,Book the [restaurant_name].,BookRestaurant
Book a restaurant in Myanmar for 4.,0 0 B-restaurant_type 0 B-country 0 B-party_size_number 0 ,Book a [restaurant_type] in [country] for [party_size_number].,BookRestaurant
I want a table for 4 at any kind of goiano bar,0 0 0 0 0 B-party_size_number 0 0 0 0 B-cuisine B-restaurant_type ,I want a table for [party_size_number] at any kind of [cuisine] [restaurant_type],BookRestaurant
book a table for five at a restaurant with the best rating,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 0 B-sort 0 ,book a table for [party_size_number] at a [restaurant_type] with the [sort] rating,BookRestaurant
book a spot for 3 at supper time in IL,0 0 0 0 B-party_size_number 0 B-timeRange 0 0 B-state ,book a spot for [party_size_number] at [timeRange] time in [state],BookRestaurant
Get me a table for one  at a popular brasserie,0 0 0 0 0 B-party_size_number 0 0 B-sort B-restaurant_type ,Get me a table for [party_size_number]  at a [sort] [restaurant_type],BookRestaurant
book a spot at an osteria that has goiano in Ward Springs,0 0 0 0 0 B-restaurant_type 0 0 B-cuisine 0 B-city I-city ,book a spot at an [restaurant_type] that has [cuisine] in [city],BookRestaurant
book a spot for seven in 8 seconds from now,0 0 0 0 B-party_size_number 0 B-timeRange I-timeRange I-timeRange I-timeRange ,book a spot for [party_size_number] in [timeRange],BookRestaurant
Find a reservation for a tea house in Lorain,0 0 0 0 0 B-restaurant_type I-restaurant_type 0 B-city ,Find a reservation for a [restaurant_type] in [city],BookRestaurant
I need a reservation for 8 at a top-rated restaurant in Hagaman,0 0 0 0 0 B-party_size_number 0 0 B-sort B-restaurant_type 0 B-city ,I need a reservation for [party_size_number] at a [sort] [restaurant_type] in [city],BookRestaurant
"book a spot for connie, earline and rose at an oyster bar that serves chicken fried bacon in Beauregard Delaware",0 0 0 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 0 B-restaurant_type I-restaurant_type 0 0 B-served_dish I-served_dish I-served_dish 0 B-city B-state ,book a spot for [party_size_description] at an [restaurant_type] that serves [served_dish] in [city] [state],BookRestaurant
Lets get a table for 10 at Space Aliens Grill & Bar,0 0 0 0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,Lets get a table for [party_size_number] at [restaurant_name],BookRestaurant
Book the Union Oyster House in Guanica Puerto Rico.,0 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-city B-state I-state 0 ,Book the [restaurant_name] in [city] [state].,BookRestaurant
"Book a reservation for 6 in Belle Plaine, NE",0 0 0 0 B-party_size_number 0 B-city I-city 0 B-state ,"Book a reservation for [party_size_number] in [city], [state]",BookRestaurant
book me a reservation at an oyster bar that serves crab cake for two people,0 0 0 0 0 0 B-restaurant_type I-restaurant_type 0 0 B-served_dish I-served_dish 0 B-party_size_number 0 ,book me a reservation at an [restaurant_type] that serves [served_dish] for [party_size_number] people,BookRestaurant
i need to book a table for three in Lesotho,0 0 0 0 0 0 0 B-party_size_number 0 B-country ,i need to book a table for [party_size_number] in [country],BookRestaurant
Book a reservation for a pub with internet for 2 people,0 0 0 0 0 B-restaurant_type 0 B-facility 0 B-party_size_number 0 ,Book a reservation for a [restaurant_type] with [facility] for [party_size_number] people,BookRestaurant
"Would like a table right now for leonor mendoza, imogene and lisa sanchez",0 0 0 0 0 B-timeRange 0 B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description ,Would like a table right [timeRange] for [party_size_description],BookRestaurant
I want to book a churrascaria restaurant for ten people.,0 0 0 0 0 B-restaurant_type 0 0 B-party_size_number 0 ,I want to book a [restaurant_type] restaurant for [party_size_number] people.,BookRestaurant
party for ten at National Coney Island in DE,0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-state ,party for [party_size_number] at [restaurant_name] in [state],BookRestaurant
Book a table for three at a restarunt in Federal Hill,0 0 0 0 B-party_size_number 0 0 0 0 B-city I-city ,Book a table for [party_size_number] at a restarunt in [city],BookRestaurant
"book a spot for 8 at The Kitchin on october the 13th, 2039",0 0 0 0 B-party_size_number 0 B-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange I-timeRange I-timeRange ,book a spot for [party_size_number] at [restaurant_name] on [timeRange],BookRestaurant
Book a reservation for 8 at a restaurant that serves chicken fried bacon in Aruba,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 0 B-served_dish I-served_dish I-served_dish 0 B-country ,Book a reservation for [party_size_number] at a [restaurant_type] that serves [served_dish] in [country],BookRestaurant
Please make reservations for nine at 3 am.,0 0 0 0 B-party_size_number 0 B-timeRange I-timeRange 0 ,Please make reservations for [party_size_number] at [timeRange].,BookRestaurant
Book a table at a pub in China.,0 0 0 0 0 B-restaurant_type 0 B-country 0 ,Book a table at a [restaurant_type] in [country].,BookRestaurant
"I need a reservation for a restaurant in Bangladesh on feb. the 11th, 2032",0 0 0 0 0 0 B-restaurant_type 0 B-country 0 B-timeRange I-timeRange I-timeRange I-timeRange ,I need a reservation for a [restaurant_type] in [country] on [timeRange],BookRestaurant
book a spot for ten at a pizzeria that has tourte in Minnesota in 22 and a half weeks in Yamhill,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 0 B-served_dish 0 B-state B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange 0 B-city ,book a spot for [party_size_number] at a [restaurant_type] that has [served_dish] in [state] [timeRange] in [city],BookRestaurant
book a table at Black Rapids Roadhouse in Antarctica for nine,0 0 0 0 B-restaurant_name I-restaurant_name I-restaurant_name 0 B-country 0 B-party_size_number ,book a table at [restaurant_name] in [country] for [party_size_number],BookRestaurant
Book a table at The Vortex Bar & Grill on Alaska Day in the state of Rhode Island,0 0 0 0 B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name 0 B-timeRange I-timeRange 0 0 0 0 B-state I-state ,Book a table at [restaurant_name] on [timeRange] in the state of [state],BookRestaurant
Reserve a table for two at a  restaurant which serves creole around here in Myanmar.,0 0 0 0 B-party_size_number 0 0 B-restaurant_type 0 0 B-cuisine B-spatial_relation 0 0 B-country 0 ,Reserve a table for [party_size_number] at a  [restaurant_type] which serves [cuisine] [spatial_relation] here in [country].,BookRestaurant
my brother in law and I would like to go to Guinea-Bissau for food,B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description 0 0 0 0 0 B-country 0 0 ,[party_size_description] would like to go to [country] for food,BookRestaurant
