utterance,labels,delexicalised,intent
Rate this novel four of 6,O B-object_select B-object_type B-rating_value O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ of _best_rating_,RateBook
Give Letty Fox  Her Luck 4 out of 6 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,Give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I give the current textbook 0 of 6 points,O O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,I give the _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
give this album a 4 out of 6,O B-object_select B-object_type O B-rating_value O O B-best_rating ,give _object_select_ _object_type_ a _rating_value_ out of _best_rating_,RateBook
give two points out of 6 to this essay,O B-rating_value B-rating_unit O O B-best_rating O B-object_select B-object_type ,give _rating_value_ _rating_unit_ out of _best_rating_ to _object_select_ _object_type_,RateBook
rate the current saga 4 of 6,O O B-object_select B-object_part_of_series_type B-rating_value O B-best_rating ,rate the _object_select_ _object_part_of_series_type_ _rating_value_ of _best_rating_,RateBook
Rate this essay with three of 6 ,O B-object_select B-object_type O B-rating_value O B-best_rating ,Rate _object_select_ _object_type_ with _rating_value_ of _best_rating_ ,RateBook
"rate the current essay with 4 points
",O O B-object_select B-object_type O B-rating_value B-rating_unit ,"rate the _object_select_ _object_type_ with _rating_value_ _rating_unit_
",RateBook
Rate this essay a four,O B-object_select B-object_type O B-rating_value ,Rate _object_select_ _object_type_ a _rating_value_,RateBook
Give this novel a rating of 1 points ,O B-object_select B-object_type O O O B-rating_value B-rating_unit ,Give _object_select_ _object_type_ a rating of _rating_value_ _rating_unit_ ,RateBook
Rate current book 0,O B-object_select B-object_type B-rating_value ,Rate _object_select_ _object_type_ _rating_value_,RateBook
rate Six Months in Mexico 1 out of 6,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating ,rate _object_name_ _rating_value_ out of _best_rating_,RateBook
Give two stars to Scribblings,O B-rating_value B-rating_unit O B-object_name ,Give _rating_value_ _rating_unit_ to _object_name_,RateBook
I want to give Rebbe  The Life and Teachings of Menachem M  Schneerson  the Most Influential Rabbi in Modern History two out of 6 points,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,I want to give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
Rate this book 0 of 6 points,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,Rate _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
Rate The War of the Roses 2 out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating ,Rate _object_name_ _rating_value_ out of _best_rating_,RateBook
Rate The Longest Day with zero stars out of 6 ,O B-object_name I-object_name I-object_name O B-rating_value B-rating_unit O O B-best_rating ,Rate _object_name_ with _rating_value_ _rating_unit_ out of _best_rating_ ,RateBook
Give Star Trek  The Motion Picture a five out of 6 ,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating ,Give _object_name_ a _rating_value_ out of _best_rating_ ,RateBook
Rate Colorless Tsukuru Tazaki and His Years of Pilgrimage one stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Rate _object_name_ _rating_value_ _rating_unit_,RateBook
I only give Blood Work two stars,O O O B-object_name I-object_name B-rating_value B-rating_unit ,I only give _object_name_ _rating_value_ _rating_unit_,RateBook
rate the current chronicle a five,O O B-object_select B-object_part_of_series_type O B-rating_value ,rate the _object_select_ _object_part_of_series_type_ a _rating_value_,RateBook
"give The Last Child 4 of 6
",O B-object_name I-object_name I-object_name B-rating_value O B-best_rating ,"give _object_name_ _rating_value_ of _best_rating_
",RateBook
For this current essay I give 5 of 6 points,O O B-object_select B-object_type O O B-rating_value O B-best_rating B-rating_unit ,For this _object_select_ _object_type_ I give _rating_value_ of _best_rating_ _rating_unit_,RateBook
Rate my current textbook four out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating ,Rate my _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
give 4 out of 6 stars to this textbook,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type ,give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_type_,RateBook
Give this album 0 stars,O B-object_select B-object_type B-rating_value B-rating_unit ,Give _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Rate the current novel one of 6,O O B-object_select B-object_type B-rating_value O B-best_rating ,Rate the _object_select_ _object_type_ _rating_value_ of _best_rating_,RateBook
this essay is five stars for sure,B-object_select B-object_type O B-rating_value B-rating_unit O O ,_object_select_ _object_type_ is _rating_value_ _rating_unit_ for sure,RateBook
Rate this book a five ,O B-object_select B-object_type O B-rating_value ,Rate _object_select_ _object_type_ a _rating_value_ ,RateBook
I give The Screaming Staircase a five ,O O B-object_name I-object_name I-object_name O B-rating_value ,I give _object_name_ a _rating_value_ ,RateBook
rate the current series 1 points,O O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,rate the _object_select_ _object_part_of_series_type_ _rating_value_ _rating_unit_,RateBook
rate Lost Empires of Faerûn five of 6 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,rate _object_name_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
give 0 points to The Eudaemonic Pie,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name ,give _rating_value_ _rating_unit_ to _object_name_,RateBook
The Evil Experiment gets zero out of 6 points,B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating B-rating_unit ,_object_name_ gets _rating_value_ out of _best_rating_ _rating_unit_,RateBook
Rate my current album 5 points,O O B-object_select B-object_type B-rating_value B-rating_unit ,Rate my _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Rate the current novel 5 of 6 points,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,Rate the _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
Rate this novel 1 of 6,O B-object_select B-object_type B-rating_value O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ of _best_rating_,RateBook
I would rate this essay 2 stars and a best rating of 6,O O O B-object_select B-object_type B-rating_value B-rating_unit O O O O O B-best_rating ,I would rate _object_select_ _object_type_ _rating_value_ _rating_unit_ and a best rating of _best_rating_,RateBook
rate my current novel four out of 6 stars,O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,rate my _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I would say this essay deserves four points,O O O B-object_select B-object_type O B-rating_value B-rating_unit ,I would say _object_select_ _object_type_ deserves _rating_value_ _rating_unit_,RateBook
I would like to rate the book The Three Impostors 2 to 6 stars ,O O O O O O B-object_type B-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,I would like to rate the _object_type_ _object_name_ _rating_value_ to _best_rating_ _rating_unit_ ,RateBook
rate the current textbook 2 out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating ,rate the _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
Rate this book three out of 6,O B-object_select B-object_type B-rating_value O O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
Rate Mimi and the Biscuit Factory 5 out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating ,Rate _object_name_ _rating_value_ out of _best_rating_,RateBook
rate Varney the Vampire with 1 points,O B-object_name I-object_name I-object_name O B-rating_value B-rating_unit ,rate _object_name_ with _rating_value_ _rating_unit_,RateBook
Rate The Doors of Perception 3 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Rate _object_name_ _rating_value_ _rating_unit_,RateBook
give 4 stars to this essay,O B-rating_value B-rating_unit O B-object_select B-object_type ,give _rating_value_ _rating_unit_ to _object_select_ _object_type_,RateBook
Rate the current textbook five of 6,O O B-object_select B-object_type B-rating_value O B-best_rating ,Rate the _object_select_ _object_type_ _rating_value_ of _best_rating_,RateBook
the series City on Fire is a four,O B-object_part_of_series_type B-object_name I-object_name I-object_name O O B-rating_value ,the _object_part_of_series_type_ _object_name_ is a _rating_value_,RateBook
Rate the Why Is Sex Fun  saga two of 6,O O B-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O B-best_rating ,Rate the _object_name_ _object_part_of_series_type_ _rating_value_ of _best_rating_,RateBook
I want to give Panther in the Basement four points,O O O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,I want to give _object_name_ _rating_value_ _rating_unit_,RateBook
rate the book The Ninth Avatar 3 out of 6 stars,O O B-object_type B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,rate the _object_type_ _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
Give Love in the Time of Foreclosure 4 of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating ,Give _object_name_ _rating_value_ of _best_rating_,RateBook
Rate the current textbook four out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating ,Rate the _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
I would rate The Persistence of Vision 1 stars and a best rating of 6,O O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O O O O B-best_rating ,I would rate _object_name_ _rating_value_ _rating_unit_ and a best rating of _best_rating_,RateBook
Give this current book zero out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating ,Give this _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
I want to rate A Long Short War series a four out of 6  ,O O O O B-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value O O B-best_rating ,I want to rate _object_name_ _object_part_of_series_type_ a _rating_value_ out of _best_rating_  ,RateBook
Give Physics of the Impossible four points ,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Give _object_name_ _rating_value_ _rating_unit_ ,RateBook
I want to give this album 4 stars,O O O O B-object_select B-object_type B-rating_value B-rating_unit ,I want to give _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Add rating of 5 to this novel,O O O B-rating_value O B-object_select B-object_type ,Add rating of _rating_value_ to _object_select_ _object_type_,RateBook
rate this album one stars,O B-object_select B-object_type B-rating_value B-rating_unit ,rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
For the book The Sting of the Scorpion I give three of a possiable 6 rating,O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name O O B-rating_value O O O B-best_rating O ,For the _object_type_ _object_name_ I give _rating_value_ of a possiable _best_rating_ rating,RateBook
Rate the Rogue Lawyer 4 out of 6,O O B-object_name I-object_name B-rating_value O O B-best_rating ,Rate the _object_name_ _rating_value_ out of _best_rating_,RateBook
Give three points out of 6 to One Hundred Poems of Tukaram,O B-rating_value B-rating_unit O O B-best_rating O B-object_name I-object_name I-object_name I-object_name I-object_name ,Give _rating_value_ _rating_unit_ out of _best_rating_ to _object_name_,RateBook
I want to give Elephants Can Remember 4 out of 6 points,O O O O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,I want to give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
Rate this album three of 6 points,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,Rate _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
rate This Is How You Die chronicle a one,O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value ,rate _object_name_ _object_part_of_series_type_ a _rating_value_,RateBook
rate the book Giants of the Frost two out of 6 points,O O B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,rate the _object_type_ _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I think this textbook should have a rating of four and a best rating of 6,O O B-object_select B-object_type O O O O O B-rating_value O O O O O B-best_rating ,I think _object_select_ _object_type_ should have a rating of _rating_value_ and a best rating of _best_rating_,RateBook
I give this novel a 0 out of 6 rating,O O B-object_select B-object_type O B-rating_value O O B-best_rating O ,I give _object_select_ _object_type_ a _rating_value_ out of _best_rating_ rating,RateBook
give zero points to this essay,O B-rating_value B-rating_unit O B-object_select B-object_type ,give _rating_value_ _rating_unit_ to _object_select_ _object_type_,RateBook
rate this book 3 stars,O B-object_select B-object_type B-rating_value B-rating_unit ,rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
I would like to rate this album 3 points and a best rating of 6,O O O O O B-object_select B-object_type B-rating_value B-rating_unit O O O O O B-best_rating ,I would like to rate _object_select_ _object_type_ _rating_value_ _rating_unit_ and a best rating of _best_rating_,RateBook
rate the current album 5 out of 6 points,O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,rate the _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
give Power of Faerûn two of 6,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating ,give _object_name_ _rating_value_ of _best_rating_,RateBook
rate this album 2 points,O B-object_select B-object_type B-rating_value B-rating_unit ,rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
"rate the current chronicle 0 of 6
 stars",O O B-object_select B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit ,"rate the _object_select_ _object_part_of_series_type_ _rating_value_ of _best_rating_
 _rating_unit_",RateBook
Rate this essay a two out of 6,O B-object_select B-object_type O B-rating_value O O B-best_rating ,Rate _object_select_ _object_type_ a _rating_value_ out of _best_rating_,RateBook
Rate this current essay 1 out of 6 points,O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit ,Rate this _object_select_ _object_type_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
Give this book chronicle four stars,O B-object_select B-object_type B-object_part_of_series_type B-rating_value B-rating_unit ,Give _object_select_ _object_type_ _object_part_of_series_type_ _rating_value_ _rating_unit_,RateBook
Rate this essay five points,O B-object_select B-object_type B-rating_value B-rating_unit ,Rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Rate this essay five stars,O B-object_select B-object_type B-rating_value B-rating_unit ,Rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
give this textbook a 5 out of 6 rating,O B-object_select B-object_type O B-rating_value O O B-best_rating O ,give _object_select_ _object_type_ a _rating_value_ out of _best_rating_ rating,RateBook
Rate The Philosophic Thought of Ayn Rand three of 6 stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,Rate _object_name_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
Give The Whisperer a rating of 0 ,O B-object_name I-object_name O O O B-rating_value ,Give _object_name_ a rating of _rating_value_ ,RateBook
Can you rate this novel as a four ,O O O B-object_select B-object_type O O B-rating_value ,Can you rate _object_select_ _object_type_ as a _rating_value_ ,RateBook
rate the last textbook three stars,O O B-object_select B-object_type B-rating_value B-rating_unit ,rate the _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Please rate Think Like a Freak 3 points out of 6 ,O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating ,Please rate _object_name_ _rating_value_ _rating_unit_ out of _best_rating_ ,RateBook
the current book I'm reading should be rated zero out of 6,O B-object_select B-object_type O O O O O O B-rating_value O O B-best_rating ,the _object_select_ _object_type_ I'm reading should be rated _rating_value_ out of _best_rating_,RateBook
I give The Battle of Bretton Woods saga two of 6 stars,O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit ,I give _object_name_ _object_part_of_series_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
Rate this album 0 points,O B-object_select B-object_type B-rating_value B-rating_unit ,Rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
give five out of 6 stars to current essay,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type ,give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_type_,RateBook
this saga is definitely worth 4 stars ,B-object_select B-object_part_of_series_type O O O B-rating_value B-rating_unit ,_object_select_ _object_part_of_series_type_ is definitely worth _rating_value_ _rating_unit_ ,RateBook
gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name ,gve _rating_value_ _rating_unit_ to _object_name_,RateBook
Give The Crisis  one / 6 points,O B-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,Give _object_name_  _rating_value_ / _best_rating_ _rating_unit_,RateBook
I gave Chart Throb 4 of 6 stars,O O B-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,I gave _object_name_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
rate this book called Kings of the High Frontier four points,O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,rate this _object_type_ called _object_name_ _rating_value_ _rating_unit_,RateBook
Give this book a rating of two out of 6 ,O B-object_select B-object_type O O O B-rating_value O O B-best_rating ,Give _object_select_ _object_type_ a rating of _rating_value_ out of _best_rating_ ,RateBook
I give this album a 0 of 6 stars,O O B-object_select B-object_type O B-rating_value O B-best_rating B-rating_unit ,I give _object_select_ _object_type_ a _rating_value_ of _best_rating_ _rating_unit_,RateBook
I want to rate the Selected Letters of H  P  Lovecraft I saga 3 stars,O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit ,I want to rate the _object_name_ _object_part_of_series_type_ _rating_value_ _rating_unit_,RateBook
Rate the current album a 3 ,O O B-object_select B-object_type O B-rating_value ,Rate the _object_select_ _object_type_ a _rating_value_ ,RateBook
rate the book series I  Robot one out of 6 stars,O O B-object_type B-object_part_of_series_type B-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,rate the _object_type_ _object_part_of_series_type_ _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I give this current textbook five stars,O O O B-object_select B-object_type B-rating_value B-rating_unit ,I give this _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
this chronicle gets a three out of 6 ,B-object_select B-object_part_of_series_type O O B-rating_value O O B-best_rating ,_object_select_ _object_part_of_series_type_ gets a _rating_value_ out of _best_rating_ ,RateBook
Give this novel two points,O B-object_select B-object_type B-rating_value B-rating_unit ,Give _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
give one out of 6 points to current series,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_part_of_series_type ,give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_part_of_series_type_,RateBook
Rate this textbook two out of 6,O B-object_select B-object_type B-rating_value O O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
For the textbook  out of 6 possible I give the following one a 3 ,O O B-object_type O O B-best_rating O O O O B-object_select O O B-rating_value ,For the _object_type_  out of _best_rating_ possible I give the _object_select_ one a _rating_value_ ,RateBook
Rate this textbook 1 of 6,O B-object_select B-object_type B-rating_value O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ of _best_rating_,RateBook
rate the current series a zero,O O B-object_select B-object_part_of_series_type O B-rating_value ,rate the _object_select_ _object_part_of_series_type_ a _rating_value_,RateBook
rate The Detective a 3 out of 6,O B-object_name I-object_name O B-rating_value O O B-best_rating ,rate _object_name_ a _rating_value_ out of _best_rating_,RateBook
give 0 points to The Hand in the Glove,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name ,give _rating_value_ _rating_unit_ to _object_name_,RateBook
rate this novel a 1 of 6 for me,O B-object_select B-object_type O B-rating_value O B-best_rating O O ,rate _object_select_ _object_type_ a _rating_value_ of _best_rating_ for me,RateBook
I give this essay 0 of 6 stars,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,I give _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
Rate this album 3 out of 6,O B-object_select B-object_type B-rating_value O O B-best_rating ,Rate _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
Rate The Last Opium Den 0 points,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Rate _object_name_ _rating_value_ _rating_unit_,RateBook
rate the current essay 2 stars,O O B-object_select B-object_type B-rating_value B-rating_unit ,rate the _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
Give the current series a one ,O O B-object_select B-object_part_of_series_type O B-rating_value ,Give the _object_select_ _object_part_of_series_type_ a _rating_value_ ,RateBook
Give the current part of the series 1 points ,O O B-object_select O O O B-object_part_of_series_type B-rating_value B-rating_unit ,Give the _object_select_ part of the _object_part_of_series_type_ _rating_value_ _rating_unit_ ,RateBook
Rate In Search of Our Origins two points out of 6 ,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating ,Rate _object_name_ _rating_value_ _rating_unit_ out of _best_rating_ ,RateBook
rate this book The Book of Snobs 1 points,O O B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,rate this _object_type_ _object_name_ _rating_value_ _rating_unit_,RateBook
give the Racing the Rain saga zero stars,O O B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit ,give the _object_name_ _object_part_of_series_type_ _rating_value_ _rating_unit_,RateBook
Programming the Universe is average and deserves three stars out of 6  ,B-object_name I-object_name I-object_name O O O O B-rating_value B-rating_unit O O B-best_rating ,_object_name_ is average and deserves _rating_value_ _rating_unit_ out of _best_rating_  ,RateBook
For this series I give the rating of four of 6 stars,O B-object_select B-object_part_of_series_type O O O O O B-rating_value O B-best_rating B-rating_unit ,For _object_select_ _object_part_of_series_type_ I give the rating of _rating_value_ of _best_rating_ _rating_unit_,RateBook
I think this book should have a rating value of 1 and a best rating of 6,O O B-object_select B-object_type O O O O O O B-rating_value O O O O O B-best_rating ,I think _object_select_ _object_type_ should have a rating value of _rating_value_ and a best rating of _best_rating_,RateBook
I would rate The Door to December 3 points and a best rating of 6,O O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O O O O B-best_rating ,I would rate _object_name_ _rating_value_ _rating_unit_ and a best rating of _best_rating_,RateBook
this textbook only gets two out of 6 stars,B-object_select B-object_type O O B-rating_value O O B-best_rating B-rating_unit ,_object_select_ _object_type_ only gets _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I rate the current textbook a 0 of 6,O O O B-object_select B-object_type O B-rating_value O B-best_rating ,I rate the _object_select_ _object_type_ a _rating_value_ of _best_rating_,RateBook
Give this book 1 stars ,O B-object_select B-object_type B-rating_value B-rating_unit ,Give _object_select_ _object_type_ _rating_value_ _rating_unit_ ,RateBook
Give this book zero stars,O B-object_select B-object_type B-rating_value B-rating_unit ,Give _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
I am giving Paedophilia  The Radical Case a rating of 2 out of 6 points,O O O B-object_name I-object_name I-object_name I-object_name O O O B-rating_value O O B-best_rating B-rating_unit ,I am giving _object_name_ a rating of _rating_value_ out of _best_rating_ _rating_unit_,RateBook
put a rating of 0 out of 6 to this chronicle,O O O O B-rating_value O O B-best_rating O B-object_select B-object_part_of_series_type ,put a rating of _rating_value_ out of _best_rating_ to _object_select_ _object_part_of_series_type_,RateBook
give 0 to The Sky Village,O B-rating_value O B-object_name I-object_name I-object_name ,give _rating_value_ to _object_name_,RateBook
"I give a rating of 2
 to the book Swine Not ",O O O O O B-rating_value O O O B-object_name I-object_name ,"I give a rating of _rating_value_
 to the book _object_name_",RateBook
four out of 6 stars for the previous essay,B-rating_value O O B-best_rating B-rating_unit O O B-object_select B-object_type ,_rating_value_ out of _best_rating_ _rating_unit_ for the _object_select_ _object_type_,RateBook
add five stars to my current chronicle,O B-rating_value B-rating_unit O O B-object_select B-object_part_of_series_type ,add _rating_value_ _rating_unit_ to my _object_select_ _object_part_of_series_type_,RateBook
I want to rate The Medici Seal two out of 6 points,O O O O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,I want to rate _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
I would give this current novel 2 stars with a best rating of 6,O O O O B-object_select B-object_type B-rating_value B-rating_unit O O O O O B-best_rating ,I would give this _object_select_ _object_type_ _rating_value_ _rating_unit_ with a best rating of _best_rating_,RateBook
Rate the current book a zero ,O O B-object_select B-object_type O B-rating_value ,Rate the _object_select_ _object_type_ a _rating_value_ ,RateBook
Give The Fox and the Hound a 1,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value ,Give _object_name_ a _rating_value_,RateBook
give 4 out of 6 stars to current chronicle,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_part_of_series_type ,give _rating_value_ out of _best_rating_ _rating_unit_ to _object_select_ _object_part_of_series_type_,RateBook
five points for this novel,B-rating_value B-rating_unit O B-object_select B-object_type ,_rating_value_ _rating_unit_ for _object_select_ _object_type_,RateBook
rate the Broke  Who Killed the Middle Classes  chronicle a five,O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value ,rate the _object_name_ _object_part_of_series_type_ a _rating_value_,RateBook
rate this novel five points,O B-object_select B-object_type B-rating_value B-rating_unit ,rate _object_select_ _object_type_ _rating_value_ _rating_unit_,RateBook
rate Gray Mountain a zero,O B-object_name I-object_name O B-rating_value ,rate _object_name_ a _rating_value_,RateBook
rate this essay four out of 6,O B-object_select B-object_type B-rating_value O O B-best_rating ,rate _object_select_ _object_type_ _rating_value_ out of _best_rating_,RateBook
I would rate Oblivion  Stories a two,O O O B-object_name I-object_name O B-rating_value ,I would rate _object_name_ a _rating_value_,RateBook
the last essay is a 2 out of 6,O B-object_select B-object_type O O B-rating_value O O B-best_rating ,the _object_select_ _object_type_ is a _rating_value_ out of _best_rating_,RateBook
I gave the current chronicle a 3 of 6,O O O B-object_select B-object_part_of_series_type O B-rating_value O B-best_rating ,I gave the _object_select_ _object_part_of_series_type_ a _rating_value_ of _best_rating_,RateBook
The Battle for Skies gets a three,B-object_name I-object_name I-object_name I-object_name O O B-rating_value ,_object_name_ gets a _rating_value_,RateBook
I would give the series History Decoded  The 10 Greatest Conspiracies of All Time a rating of 3 points,O O O O B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit ,I would give the _object_part_of_series_type_ _object_name_ a rating of _rating_value_ _rating_unit_,RateBook
Rate Political Liberalism 1 out 6 stars,O B-object_name I-object_name B-rating_value O B-best_rating B-rating_unit ,Rate _object_name_ _rating_value_ out _best_rating_ _rating_unit_,RateBook
Please rate the current album 4 stars ,O O O B-object_select B-object_type B-rating_value B-rating_unit ,Please rate the _object_select_ _object_type_ _rating_value_ _rating_unit_ ,RateBook
Give this chronicle 4 stars,O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,Give _object_select_ _object_part_of_series_type_ _rating_value_ _rating_unit_,RateBook
rate the previous essay four of 6 points,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit ,rate the _object_select_ _object_type_ _rating_value_ of _best_rating_ _rating_unit_,RateBook
I want to give The First Person and Other Stories 0 out of 6 stars,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit ,I want to give _object_name_ _rating_value_ out of _best_rating_ _rating_unit_,RateBook
rate the current album 2 points out of 6,O O B-object_select B-object_type B-rating_value B-rating_unit O O B-best_rating ,rate the _object_select_ _object_type_ _rating_value_ _rating_unit_ out of _best_rating_,RateBook
